################################################
##                   SPRank                   ##
################################################
in_rec:          1AM0-A-41-AMP/amber/rec.amber.mol2
in_cpd:          1AM0-A-41-AMP/amber/lig_charged.amber.mol2
in_poses:        1AM0-A-41-AMP/pose/pose.mol2
stats:           0
verbose:         0
Load receptor: default_name from 1AM0-A-41-AMP/amber/rec.amber.mol2
--> heavy atom num: 344
Load compound: MOL from 1AM0-A-41-AMP/amber/lig_charged.amber.mol2
--> heavy atom num: 23
************************************************
*                PARAMETER INFO                *
************************************************
T: 25
rt_to_kcal_per_mol: 0.593
gamma_SASA: 0.0054
r_water: 1.4
pairwise_dis_upper_bound: 10
pairwise_bin_size: 0.5
pairwise_bin_num: 20
pairwise_potentials_map.size(): 348
sasa_points.size(): 8
************************************************
*                   REC INFO                   *
************************************************
name: default_name
vina_05_326 -185.621 -1.924 -0.544 -10.380
vina_05_327 -322.118 -1.938 -15.011 -10.428
vina_05_328 -237.268 -1.977 8.472 -10.404
vina_05_329 -323.366 -2.275 -40.430 -10.709
vina_05_330 -170.154 -1.891 1.341 -10.380
vina_05_331 -92.051 -2.087 -0.159 -10.583
vina_05_332 -160.647 -2.023 3.053 -10.442
vina_05_333 -345.381 -2.312 -13.082 -10.606
vina_05_334 -273.701 -2.035 -9.531 -10.407
vina_05_335 -194.865 -2.203 -4.693 -10.691
vina_05_336 -153.182 -2.238 7.921 -10.553
vina_05_337 -232.858 -2.159 -14.219 -10.664
vina_05_338 -183.626 -2.126 -7.347 -10.621
vina_05_339 -297.505 -2.486 -5.241 -10.456
vina_05_340 -226.527 -2.276 7.016 -10.460
vina_05_341 -217.058 -2.132 9.454 -10.691
vina_05_342 -142.547 -2.067 -1.887 -10.524
vina_05_343 -90.183 -1.697 2.004 -10.497
vina_05_344 -121.533 -1.939 0.041 -10.380
vina_05_345 -338.187 -2.309 -28.759 -10.761
vina_05_346 -232.599 -2.001 -13.338 -10.415
vina_05_347 -250.301 -2.379 3.106 -10.565
vina_05_348 -257.621 -1.975 -12.356 -10.395
vina_05_349 -268.534 -2.232 -8.912 -10.518
vina_05_350 -227.798 -2.046 0.939 -10.524
vina_05_351 -300.601 -2.053 -17.421 -10.678
vina_05_352 -228.840 -2.264 7.713 -10.460
vina_05_353 -140.284 -1.827 1.413 -10.380
vina_05_354 -184.859 -1.914 0.411 -10.380
vina_05_355 -191.735 -1.984 2.416 -10.442
vina_05_356 -132.869 -1.600 0.748 -10.458
vina_05_357 -225.449 -1.989 -0.741 -10.442
vina_05_358 -205.646 -1.925 -5.541 -10.299
vina_05_359 -179.611 -1.993 4.632 -10.442
vina_05_360 -158.770 -1.970 -2.636 -10.419
vina_05_361 -160.578 -2.059 -0.079 -10.524
vina_05_362 -253.618 -1.892 -7.327 -10.345
vina_05_363 -264.603 -2.214 -8.148 -10.656
vina_05_364 -212.535 -2.004 -2.729 -10.442
vina_05_365 -298.943 -2.171 -9.123 -10.628
vina_05_366 -208.303 -2.192 -5.396 -10.610
vina_05_367 -266.749 -2.095 -9.676 -10.548
vina_05_368 -207.213 -2.216 -8.715 -10.621
vina_05_369 -164.415 -1.981 -0.409 -10.426
vina_05_370 -298.178 -2.231 -15.089 -10.601
vina_05_371 -155.271 -2.069 2.257 -10.524
vina_05_372 -179.295 -1.884 2.855 -10.380
vina_05_373 -194.779 -2.057 -3.459 -10.524
vina_05_374 -352.232 -1.923 -46.700 -10.774
vina_05_375 -198.854 -1.942 -1.882 -10.380
vina_05_376 -200.674 -1.940 -0.263 -10.380
vina_05_377 -98.442 -2.277 4.568 -10.460
vina_05_378 -119.366 -2.003 -0.076 -10.442
vina_05_379 -221.574 -1.927 -0.855 -10.380
vina_05_380 -244.012 -1.725 -4.109 -10.413
vina_05_381 -240.775 -1.942 0.020 -10.380
vina_05_382 -187.444 -1.975 2.931 -10.419
vina_05_383 -286.073 -2.181 -2.857 -10.698
vina_05_384 -195.456 -2.044 10.806 -10.442
vina_05_385 -150.193 -1.976 1.668 -10.404
vina_05_386 -371.778 -2.403 -40.635 -11.045
vina_05_387 -141.665 -1.936 1.100 -10.380
vina_05_388 -129.380 -2.166 -3.598 -10.691
vina_05_389 -255.990 -1.997 -7.397 -10.407
vina_05_390 -135.798 -2.103 -1.920 -10.691
vina_05_391 -207.134 -1.700 1.484 -10.497
vina_05_392 -183.663 -1.968 0.739 -10.419
vina_05_393 -314.751 -2.008 -19.170 -10.596
vina_05_394 -111.635 -1.652 -3.297 -10.458
vina_05_395 -145.884 -1.941 6.693 -10.380
vina_05_396 -184.537 -1.976 -0.131 -10.404
vina_05_397 -179.238 -1.997 -2.907 -10.442
vina_05_398 -325.251 -1.766 -20.190 -10.698
vina_05_399 -237.781 -2.052 -7.411 -10.453
vina_05_400 -191.774 -1.865 0.544 -10.380
vina_05_401 -252.122 -2.002 1.835 -10.477
vina_05_402 -304.428 -2.006 -11.082 -10.390
vina_05_403 -242.567 -1.908 -14.213 -10.353
vina_05_404 -211.821 -1.835 -3.193 -10.380
vina_05_405 -273.795 -1.855 0.143 -10.415
vina_05_406 -235.669 -1.846 -11.888 -10.321
vina_05_407 -200.206 -1.992 -5.135 -10.360
vina_05_408 -215.265 -2.106 -1.775 -10.691
vina_05_409 -194.253 -1.992 -3.376 -10.442
vina_05_410 -205.019 -1.918 -3.009 -10.380
vina_05_411 -195.792 -1.977 4.502 -10.404
vina_05_412 -159.459 -1.897 0.961 -10.380
vina_05_413 -229.451 -1.871 0.635 -10.380
vina_05_414 -176.228 -1.903 -1.628 -10.380
vina_05_415 -204.141 -2.128 4.300 -10.691
vina_05_416 -182.785 -1.815 -2.658 -10.354
vina_05_417 -173.488 -1.898 4.122 -10.380
vina_05_418 -131.690 -2.013 -3.914 -10.442
vina_05_419 -168.125 -1.820 -2.591 -10.354
vina_05_420 -223.709 -2.350 -11.155 -10.528
vina_05_421 -205.683 -1.966 9.428 -10.419
vina_05_422 -240.781 -2.084 -19.212 -10.670
vina_05_423 -182.248 -2.104 0.919 -10.691
vina_05_424 -187.565 -2.148 2.128 -10.691
vina_05_425 -171.020 -1.798 1.717 -10.368
vina_05_426 -192.463 -1.638 -0.377 -10.458
vina_05_427 -158.991 -1.821 0.183 -10.354
vina_05_428 -227.691 -1.624 -8.938 -10.388
vina_05_429 -203.463 -1.805 -5.397 -10.286
vina_05_430 -189.522 -2.023 -2.545 -10.442
vina_05_431 -144.015 -1.962 -5.045 -10.337
vina_05_432 -164.106 -1.922 -7.215 -10.310
vina_05_433 -192.788 -1.618 -2.630 -10.458
vina_05_434 -207.361 -1.897 9.818 -10.380
vina_05_435 -188.806 -1.934 -10.638 -10.310
vina_05_436 -256.735 -1.782 -12.429 -10.374
vina_05_437 -110.424 -2.050 -3.174 -10.524
vina_05_438 -209.983 -1.826 -6.636 -10.310
vina_05_439 -176.186 -1.885 6.732 -10.380
vina_05_440 -226.088 -1.961 -4.898 -10.337
vina_05_441 -110.726 -1.853 -5.650 -10.299
vina_05_442 -191.642 -1.801 3.333 -10.368
vina_05_443 -130.841 -1.982 -1.041 -10.426
vina_05_444 -152.348 -1.837 4.003 -10.380
vina_05_445 -131.321 -1.832 6.219 -10.380
vina_05_446 -324.323 -2.346 -34.937 -10.860
vina_05_447 -187.133 -1.910 -3.776 -10.380
vina_05_448 -220.023 -1.902 5.360 -10.380
vina_05_449 -258.323 -1.990 -10.430 -10.407
vina_05_450 -241.457 -1.951 -1.858 -10.380
vina_05_451 -232.490 -1.900 7.307 -10.380
vina_05_452 -161.279 -1.758 0.126 -10.466
vina_05_453 -125.988 -1.712 0.706 -10.413
vina_05_454 -150.148 -1.773 -1.455 -10.466
vina_05_455 -104.625 -1.857 -2.539 -10.380
vina_05_456 -204.785 -1.925 -2.326 -10.380
vina_05_457 -169.372 -1.997 4.276 -10.442
vina_05_458 -153.610 -2.152 -2.109 -10.691
vina_05_459 -110.112 -1.748 2.760 -10.413
vina_05_460 -160.283 -2.028 -1.654 -10.442
vina_05_461 -307.189 -1.965 -20.690 -10.651
vina_05_462 -185.410 -1.547 -6.678 -10.388
vina_05_463 -263.832 -2.205 -9.371 -10.656
vina_05_464 -143.412 -1.800 -1.783 -10.368
vina_05_465 -157.887 -1.703 0.037 -10.497
vina_05_466 -116.246 -2.015 -3.599 -10.442
vina_05_467 -163.048 -1.625 -2.795 -10.458
vina_05_468 -96.052 -1.769 1.418 -10.466
vina_05_469 -212.583 -1.769 -9.415 -10.396
vina_05_470 -209.046 -1.614 -3.150 -10.458
vina_05_471 -154.198 -1.862 -12.636 -10.321
vina_05_472 -145.787 -1.564 2.729 -10.458
vina_05_473 -152.396 -1.711 3.353 -10.449
vina_05_474 -166.169 -1.509 -0.945 -10.458
vina_05_475 -231.170 -1.729 0.225 -10.413
vina_05_476 -191.816 -1.837 -3.852 -10.380
vina_05_477 -152.212 -1.875 -1.362 -10.380
vina_05_478 -97.254 -1.550 2.087 -10.458
vina_05_479 -145.781 -1.750 -5.558 -10.332
vina_05_480 -137.191 -1.778 2.910 -10.397
vina_05_481 -161.840 -1.818 -1.591 -10.354
vina_05_482 -200.004 -1.712 -0.803 -10.413
vina_05_483 -197.184 -1.542 -1.472 -10.458
vina_05_484 -132.074 -1.387 -6.291 -10.388
vina_05_485 -135.219 -1.542 -1.691 -10.458
vina_05_486 -122.440 -1.718 -0.977 -10.413
vina_05_487 -131.105 -1.306 -1.165 -10.458
vina_05_488 -150.589 -1.635 2.975 -10.458
vina_05_489 -212.304 -2.332 -0.963 -10.525
vina_05_490 -251.505 -2.151 0.981 -10.726
vina_05_491 -121.585 -1.780 1.601 -10.397
vina_05_492 -156.776 -1.935 5.275 -10.380
vina_05_493 -148.150 -2.362 2.532 -10.586
vina_06_1 -217.961 -2.819 -5.652 -10.931
vina_06_3 -226.785 -2.734 -9.419 -10.942
vina_06_4 -590.225 -2.762 -64.732 -12.133
vina_06_7 -527.495 -2.682 -52.159 -11.508
vina_06_8 -226.850 -2.803 -1.680 -11.012
vina_06_9 -230.386 -2.606 -2.219 -10.687
vina_06_11 -199.365 -2.425 -2.928 -10.530
vina_06_12 -413.736 -2.622 -43.654 -11.087
vina_06_16 -233.614 -2.685 -2.947 -10.826
vina_06_17 -508.998 -2.745 -54.003 -11.565
vina_06_19 -483.881 -2.637 -66.380 -11.125
vina_06_20 -481.002 -2.551 -60.113 -10.982
vina_06_21 -401.240 -2.545 -28.071 -11.100
vina_06_22 -410.038 -2.424 -36.848 -11.022
vina_06_23 -175.885 -2.460 1.223 -10.530
vina_06_24 -337.562 -2.738 -20.785 -11.228
vina_06_25 -262.458 -2.765 -8.040 -10.977
vina_06_26 -229.901 -2.554 1.024 -10.587
vina_06_27 -520.610 -2.494 -54.987 -11.199
vina_06_28 -243.600 -2.430 -6.199 -10.460
vina_06_29 -487.249 -2.393 -51.254 -11.010
vina_06_31 -259.184 -2.538 3.136 -10.596
vina_06_32 -140.953 -2.485 5.294 -10.530
vina_06_34 -263.935 -2.560 -13.857 -10.654
vina_06_35 -207.854 -2.770 3.325 -11.012
vina_06_36 -405.399 -2.532 -44.436 -10.962
vina_06_37 -216.532 -2.641 -4.103 -10.687
vina_06_38 -452.856 -2.675 -39.600 -11.284
vina_06_40 -248.973 -2.383 -13.089 -10.471
vina_06_41 -609.459 -2.413 -58.853 -11.753
vina_06_44 -502.254 -2.884 -43.797 -11.445
vina_06_46 -402.483 -2.496 -38.380 -11.045
vina_06_51 -160.902 -2.596 -3.563 -10.687
vina_06_53 -160.021 -2.275 -0.293 -10.460
vina_06_54 -424.173 -2.530 -34.994 -11.044
vina_06_56 -407.064 -2.146 -44.003 -11.062
vina_06_57 -244.741 -2.378 -12.819 -10.471
vina_06_59 -357.418 -2.221 -7.022 -10.893
vina_06_60 -295.906 -2.377 -7.714 -10.467
vina_06_61 -390.258 -2.506 -29.839 -11.100
vina_06_62 -349.525 -2.349 -20.180 -11.019
vina_06_64 -319.472 -2.561 -19.315 -10.830
vina_06_66 -293.989 -2.302 -9.126 -10.424
vina_06_67 -393.538 -2.344 -43.264 -11.010
vina_06_68 -236.500 -2.565 5.278 -10.646
vina_06_69 -322.519 -2.374 -7.830 -10.467
vina_06_70 -183.302 -2.339 2.459 -10.586
vina_06_71 -169.479 -2.533 -3.885 -10.561
vina_06_72 -212.001 -2.447 -7.611 -10.460
vina_06_73 -207.646 -2.391 -0.366 -10.530
vina_06_74 -259.671 -2.438 3.847 -10.565
vina_06_75 -208.539 -2.361 -8.398 -10.516
vina_06_76 -198.898 -2.309 3.031 -10.487
vina_06_78 -280.930 -2.240 -16.924 -10.737
vina_06_79 -190.609 -2.326 3.604 -10.525
vina_06_80 -379.726 -2.763 -42.494 -11.427
vina_06_81 -504.403 -2.392 -48.078 -11.035
vina_06_82 -258.835 -2.286 -14.926 -10.495
vina_06_83 -266.344 -2.196 -12.736 -10.668
vina_06_84 -271.338 -2.409 -15.645 -10.742
vina_06_86 -206.804 -2.363 -1.879 -10.586
vina_06_88 -380.737 -2.387 -36.071 -11.069
vina_06_90 -229.898 -2.224 6.272 -10.691
vina_06_92 -489.336 -2.228 -53.194 -11.160
vina_06_93 -428.846 -2.061 -48.469 -10.900
vina_06_94 -199.971 -2.560 -0.141 -10.646
vina_06_96 -242.957 -2.411 -4.760 -10.530
vina_06_97 -143.176 -2.256 -0.836 -10.481
vina_06_99 -442.600 -2.672 -47.645 -11.238
vina_06_101 -380.676 -2.577 -35.973 -11.185
vina_06_102 -194.035 -2.533 -1.451 -10.561
vina_06_103 -212.128 -2.152 -5.129 -10.610
vina_06_104 -206.158 -2.204 5.485 -10.691
vina_06_105 -214.821 -2.337 8.706 -10.586
vina_06_106 -341.824 -2.113 -31.598 -10.935
vina_06_107 -174.397 -2.531 -8.884 -10.491
vina_06_108 -356.208 -2.500 -20.581 -11.088
vina_06_111 -225.485 -2.312 -6.021 -10.406
vina_06_112 -483.125 -2.575 -55.129 -11.137
vina_06_113 -183.635 -2.287 1.603 -10.487
vina_06_114 -419.055 -2.466 -22.535 -11.034
vina_06_115 -258.421 -2.310 -0.088 -10.522
vina_06_117 -394.407 -2.482 -41.853 -11.045
vina_06_118 -113.195 -2.135 -0.575 -10.691
vina_06_119 -269.812 -2.438 -12.458 -10.506
vina_06_121 -248.288 -2.506 3.862 -10.561
vina_06_122 -197.155 -2.189 -5.488 -10.610
vina_06_123 -269.210 -2.185 -1.464 -10.726
vina_06_124 -281.886 -2.232 -16.090 -10.737
vina_06_127 -295.654 -2.081 -12.744 -10.472
vina_06_128 -357.397 -2.416 -25.462 -11.057
vina_06_129 -237.833 -2.347 -2.307 -10.586
vina_06_130 -182.952 -2.532 2.327 -10.561
vina_06_131 -176.317 -2.298 -5.801 -10.406
vina_06_132 -245.082 -2.184 -11.580 -10.632
vina_06_133 -128.842 -2.262 2.568 -10.481
vina_06_134 -316.120 -2.458 -6.397 -10.467
vina_06_135 -500.940 -2.473 -63.527 -10.994
vina_06_136 -208.113 -2.099 -1.119 -10.631
vina_06_137 -240.749 -2.493 -4.584 -10.530
vina_06_139 -186.873 -2.305 -6.637 -10.417
vina_06_140 -220.656 -2.343 -12.183 -10.528
vina_06_141 -201.808 -2.129 5.410 -10.691
vina_06_142 -225.583 -2.163 2.159 -10.691
vina_06_144 -262.043 -2.158 -2.172 -10.726
vina_06_145 -445.928 -2.237 -32.919 -11.080
vina_06_146 -206.297 -2.088 -3.261 -10.583
vina_06_147 -237.657 -2.430 4.096 -10.530
vina_06_148 -221.429 -2.189 -0.163 -10.691
vina_06_149 -190.246 -2.227 2.593 -10.671
vina_06_151 -172.037 -2.432 0.805 -10.530
vina_06_152 -253.355 -2.037 1.241 -10.477
vina_06_153 -288.162 -2.533 -12.465 -10.509
vina_06_154 -284.252 -2.265 -7.849 -10.397
vina_06_155 -173.530 -2.460 7.704 -10.530
vina_06_156 -432.726 -2.534 -45.356 -10.968
vina_06_157 -241.130 -2.221 -21.159 -10.916
vina_06_159 -225.502 -2.144 -8.560 -10.621
vina_06_160 -133.300 -2.369 6.405 -10.586
vina_06_161 -250.811 -2.286 -3.266 -10.522
vina_06_162 -234.140 -2.303 -8.998 -10.417
vina_06_163 -424.297 -2.370 -33.483 -11.069
vina_06_164 -250.170 -2.187 -14.775 -10.699
vina_06_165 -291.234 -2.521 -4.459 -10.568
vina_06_166 -504.736 -2.223 -48.345 -11.141
vina_06_167 -145.701 -2.141 3.704 -10.691
vina_06_168 -185.974 -2.089 -2.486 -10.583
vina_06_169 -238.411 -2.290 0.363 -10.487
vina_06_170 -378.584 -2.578 -40.248 -11.160
vina_06_171 -246.925 -2.018 2.190 -10.442
vina_06_172 -219.540 -2.206 -1.684 -10.691
vina_06_174 -163.080 -2.523 3.045 -10.561
vina_06_175 -347.693 -2.201 -6.700 -10.799
vina_06_176 -192.022 -1.955 0.719 -10.380
vina_06_177 -155.992 -2.381 -3.353 -10.530
vina_06_178 -408.298 -2.230 -41.145 -11.045
vina_06_179 -202.966 -2.289 -4.491 -10.487
vina_06_181 -189.959 -2.257 0.828 -10.481
vina_06_182 -237.102 -2.363 2.842 -10.586
vina_06_183 -215.038 -2.286 7.523 -10.487
vina_06_184 -195.165 -2.257 0.259 -10.481
vina_06_185 -171.570 -2.134 9.267 -10.691
vina_06_187 -211.496 -2.375 -4.300 -10.530
vina_06_188 -328.789 -2.231 -20.926 -10.814
vina_06_190 -184.041 -2.107 -4.541 -10.691
vina_06_191 -214.492 -2.320 -1.142 -10.525
vina_06_192 -380.696 -2.105 -36.226 -11.200
vina_06_193 -311.502 -2.176 -6.178 -10.628
vina_06_194 -225.542 -2.288 -6.141 -10.417
vina_06_195 -214.814 -2.421 -3.734 -10.530
vina_06_197 -234.365 -2.563 2.532 -10.646
vina_06_199 -249.620 -2.331 -0.621 -10.560
vina_06_200 -229.467 -2.493 4.114 -10.530
vina_06_201 -350.410 -2.127 -8.064 -10.799
vina_06_202 -324.471 -2.092 -11.330 -10.532
vina_06_203 -170.200 -2.146 -2.518 -10.691
vina_06_204 -229.644 -2.287 -11.325 -10.428
vina_06_205 -329.323 -2.358 -14.823 -10.567
vina_06_206 -188.897 -2.345 -2.473 -10.586
vina_06_207 -219.022 -2.151 -4.682 -10.691
vina_06_208 -269.657 -2.184 -3.340 -10.726
vina_06_209 -292.509 -2.034 -5.338 -10.368
vina_06_210 -280.220 -2.304 -9.465 -10.424
vina_06_211 -209.403 -2.451 -1.431 -10.530
vina_06_213 -120.702 -2.264 3.260 -10.460
vina_06_214 -478.600 -2.311 -35.783 -11.057
vina_06_215 -180.607 -2.515 0.592 -10.561
vina_06_216 -532.735 -2.361 -50.386 -11.230
vina_06_217 -368.072 -2.331 -34.023 -11.064
vina_06_218 -320.295 -2.181 -7.686 -10.628
vina_06_219 -251.714 -2.000 6.343 -10.477
vina_06_220 -268.001 -2.066 -8.717 -10.489
vina_06_221 -177.475 -2.343 -4.456 -10.586
vina_06_222 -270.890 -2.481 0.393 -10.565
vina_06_223 -186.369 -2.335 -6.018 -10.505
vina_06_224 -276.681 -2.351 -14.674 -10.595
vina_06_225 -193.096 -1.990 -2.451 -10.442
vina_06_226 -164.083 -2.096 3.645 -10.583
vina_06_227 -139.147 -2.202 -4.168 -10.691
vina_06_228 -177.654 -2.414 2.517 -10.530
vina_06_229 -190.154 -2.299 4.429 -10.487
vina_06_230 -266.815 -2.237 -15.441 -10.697
vina_06_231 -186.895 -1.898 4.158 -10.380
vina_06_232 -202.911 -2.412 -1.560 -10.530
vina_06_233 -181.996 -2.261 -5.077 -10.400
vina_06_234 -268.713 -2.277 -5.430 -10.413
vina_06_235 -134.250 -2.136 1.853 -10.691
vina_06_236 -270.482 -1.985 -3.592 -10.477
vina_06_237 -172.363 -2.325 -3.235 -10.525
vina_06_238 -275.043 -2.329 -10.465 -10.490
vina_06_239 -345.325 -2.036 -32.586 -10.856
vina_06_240 -193.665 -1.998 -2.109 -10.442
vina_06_241 -184.824 -1.991 6.233 -10.442
vina_06_242 -350.072 -2.400 -25.133 -10.963
vina_06_243 -184.863 -2.138 -1.322 -10.691
vina_06_244 -197.955 -2.076 -1.863 -10.524
vina_06_245 -191.530 -2.325 6.695 -10.525
vina_06_246 -177.184 -2.056 -1.730 -10.524
vina_06_247 -165.200 -2.156 0.884 -10.691
vina_06_248 -190.462 -2.537 -3.610 -10.561
vina_06_249 -243.885 -2.191 5.551 -10.691
vina_06_250 -246.546 -2.225 -9.394 -10.621
vina_06_252 -246.910 -2.122 4.163 -10.691
vina_06_253 -152.164 -2.304 -0.936 -10.487
vina_06_254 -197.241 -2.126 0.668 -10.691
vina_06_255 -240.519 -2.301 4.486 -10.487
vina_06_256 -278.680 -2.207 -3.806 -10.698
vina_06_257 -299.356 -2.323 -6.579 -10.462
vina_06_258 -141.391 -2.029 0.543 -10.442
vina_06_259 -198.332 -2.126 -2.909 -10.691
vina_06_260 -132.968 -2.229 2.708 -10.553
vina_06_261 -129.578 -2.273 2.909 -10.460
vina_06_262 -224.564 -2.413 -4.434 -10.530
vina_06_263 -126.940 -1.979 0.043 -10.404
vina_06_264 -231.575 -2.030 -2.970 -10.442
vina_06_265 -334.499 -2.229 -29.044 -10.826
vina_06_266 -249.797 -1.969 -3.613 -10.454
vina_06_267 -164.695 -2.370 2.613 -10.586
vina_06_268 -195.219 -2.570 6.228 -10.646
vina_06_269 -166.460 -2.094 1.373 -10.583
vina_06_270 -209.936 -1.973 -5.293 -10.337
vina_06_271 -113.251 -1.979 0.299 -10.404
vina_06_272 -266.183 -2.022 -24.264 -10.702
vina_06_273 -176.394 -2.120 -4.697 -10.691
vina_06_274 -268.344 -2.066 -18.034 -10.706
vina_06_275 -137.568 -2.183 -3.562 -10.691
vina_06_276 -179.901 -2.088 -4.218 -10.583
vina_06_277 -212.520 -2.428 4.424 -10.530
vina_06_278 -191.923 -1.924 0.037 -10.380
vina_06_279 -196.524 -2.026 -1.580 -10.442
vina_06_280 -282.901 -2.014 -11.479 -10.390
vina_06_281 -287.928 -2.491 -6.628 -10.467
vina_06_282 -270.915 -2.059 -17.429 -10.706
vina_06_283 -330.544 -2.237 -18.009 -10.737
vina_06_284 -231.033 -2.065 -7.829 -10.453
vina_06_285 -100.397 -2.206 0.962 -10.691
vina_06_286 -412.825 -2.492 -42.927 -10.951
vina_06_287 -263.527 -2.199 -0.520 -10.726
vina_06_288 -142.656 -2.070 5.244 -10.524
vina_06_289 -315.665 -2.157 -21.976 -10.923
vina_06_290 -193.413 -2.165 -4.380 -10.691
vina_06_291 -169.435 -2.053 3.120 -10.524
vina_06_292 -330.099 -2.069 -20.032 -10.755
vina_06_293 -349.431 -2.352 -18.183 -10.941
vina_06_294 -174.987 -2.124 -1.690 -10.691
vina_06_295 -174.803 -2.299 1.743 -10.487
vina_06_296 -296.922 -2.086 -10.640 -10.520
vina_06_297 -170.313 -2.146 1.608 -10.691
vina_06_298 -178.251 -2.040 -3.539 -10.442
vina_06_299 -217.141 -1.839 -11.153 -10.321
vina_06_300 -210.854 -2.025 -3.347 -10.442
vina_06_301 -324.506 -2.126 -26.339 -10.923
vina_06_302 -246.785 -2.053 -10.479 -10.453
vina_06_304 -226.525 -2.403 -13.960 -10.503
vina_06_305 -182.171 -2.360 -4.838 -10.505
vina_06_306 -220.794 -2.051 -1.595 -10.524
vina_06_307 -205.380 -2.224 -4.286 -10.691
vina_06_308 -302.321 -1.913 -23.581 -10.612
vina_06_309 -215.089 -2.417 1.363 -10.530
vina_06_310 -266.023 -1.903 7.267 -10.415
vina_06_311 -197.633 -2.281 0.314 -10.460
vina_06_312 -247.473 -2.108 -12.964 -10.632
vina_06_314 -259.905 -2.056 -4.965 -10.477
vina_06_315 -314.525 -2.096 -16.628 -10.737
vina_06_316 -159.455 -2.202 -3.697 -10.691
vina_06_317 -191.654 -2.245 -6.451 -10.482
vina_06_318 -140.406 -2.093 0.110 -10.583
vina_06_319 -261.789 -2.234 -9.988 -10.518
vina_06_320 -168.310 -2.152 -2.627 -10.691
vina_06_321 -162.773 -2.145 -3.664 -10.691
vina_06_322 -299.423 -2.205 -7.926 -10.628
vina_06_323 -190.351 -2.146 7.295 -10.691
vina_06_324 -236.969 -2.015 -8.575 -10.372
vina_06_325 -217.812 -2.047 5.489 -10.524
vina_06_326 -270.347 -2.135 -3.876 -10.726
vina_06_327 -181.456 -2.312 0.610 -10.487
vina_06_328 -291.019 -2.249 -14.434 -10.462
vina_06_329 -257.760 -2.005 -2.363 -10.477
vina_06_330 -117.609 -2.067 4.321 -10.524
vina_06_331 -107.780 -2.202 -0.470 -10.691
vina_06_332 -220.165 -2.268 -8.275 -10.390
vina_06_333 -215.732 -2.345 6.050 -10.586
vina_06_334 -192.688 -2.302 -2.378 -10.487
vina_06_335 -226.983 -2.235 -5.974 -10.471
vina_06_336 -207.846 -2.098 -0.873 -10.631
vina_06_337 -240.270 -2.218 -10.132 -10.621
vina_06_339 -206.964 -2.096 0.383 -10.583
vina_06_340 -154.861 -2.184 3.012 -10.691
vina_06_341 -284.483 -2.117 -11.537 -10.640
vina_06_342 -295.377 -2.317 -15.662 -10.671
vina_06_343 -100.570 -2.024 5.128 -10.442
vina_06_344 -184.914 -2.352 -2.885 -10.586
vina_06_345 -237.316 -2.225 -8.725 -10.621
vina_06_346 -404.409 -1.762 -42.508 -10.810
vina_06_347 -230.885 -2.036 -0.256 -10.442
vina_06_348 -247.561 -1.975 -2.502 -10.419
vina_06_349 -169.960 -2.273 6.142 -10.460
vina_06_350 -160.053 -2.340 4.882 -10.586
vina_06_351 -225.732 -2.224 -9.887 -10.621
vina_06_352 -223.352 -2.069 -2.784 -10.524
vina_06_353 -120.265 -1.924 4.381 -10.380
vina_06_354 -190.681 -1.948 -1.281 -10.380
vina_06_355 -202.193 -2.015 -4.788 -10.360
vina_06_356 -169.508 -1.973 2.084 -10.419
vina_06_357 -234.692 -2.113 -0.756 -10.691
vina_06_358 -288.561 -2.136 -14.939 -10.671
vina_06_359 -229.058 -1.941 -3.080 -10.380
vina_06_360 -188.720 -2.118 3.527 -10.691
vina_06_361 -234.064 -2.218 4.959 -10.691
vina_06_362 -250.283 -2.024 5.310 -10.477
vina_06_363 -254.763 -1.984 1.106 -10.477
vina_06_364 -168.468 -1.982 -4.724 -10.426
vina_06_365 -194.515 -2.134 -5.227 -10.610
vina_06_366 -198.754 -1.992 -0.871 -10.442
vina_06_367 -164.399 -2.040 -0.065 -10.442
vina_06_368 -198.773 -2.325 5.003 -10.525
vina_06_369 -165.557 -2.059 3.068 -10.524
vina_06_370 -360.714 -2.443 -16.921 -10.979
vina_06_371 -217.364 -2.353 6.133 -10.586
vina_06_372 -204.833 -1.845 2.559 -10.380
vina_06_373 -275.756 -1.909 -11.589 -10.356
vina_06_375 -160.696 -2.117 -3.667 -10.691
vina_06_376 -278.953 -1.919 -38.868 -10.600
vina_06_377 -121.907 -2.124 -4.312 -10.691
vina_06_378 -218.260 -1.912 1.997 -10.380
vina_06_379 -200.822 -2.001 -2.906 -10.442
vina_06_380 -354.676 -1.922 -32.388 -10.889
vina_06_381 -230.628 -2.222 0.432 -10.691
vina_06_382 -361.074 -1.916 -39.599 -10.865
vina_06_384 -117.046 -2.106 0.814 -10.691
vina_06_385 -189.034 -2.133 -2.811 -10.691
vina_06_386 -234.754 -2.123 -12.194 -10.632
vina_06_387 -254.430 -1.961 4.313 -10.454
vina_06_388 -220.469 -1.907 -15.828 -10.527
vina_06_389 -192.542 -2.492 11.329 -10.530
vina_06_390 -206.577 -1.931 -3.037 -10.380
vina_06_391 -245.777 -2.163 -0.361 -10.691
vina_06_392 -126.005 -1.996 -3.213 -10.442
vina_06_393 -181.199 -2.171 -7.431 -10.621
vina_06_394 -284.798 -1.994 -17.807 -10.596
vina_06_395 -179.276 -2.101 -5.908 -10.610
