################################################
##                   SPRank                   ##
################################################
in_rec:          1AM0-A-41-AMP/amber/rec.amber.mol2
in_cpd:          1AM0-A-41-AMP/amber/lig_charged.amber.mol2
in_poses:        1AM0-A-41-AMP/pose/pose.mol2
stats:           0
verbose:         0
Load receptor: default_name from 1AM0-A-41-AMP/amber/rec.amber.mol2
--> heavy atom num: 344
Load compound: MOL from 1AM0-A-41-AMP/amber/lig_charged.amber.mol2
--> heavy atom num: 23
************************************************
*                PARAMETER INFO                *
************************************************
T: 25
rt_to_kcal_per_mol: 0.593
gamma_SASA: 0.0054
r_water: 1.4
pairwise_dis_upper_bound: 10
pairwise_bin_size: 0.5
pairwise_bin_num: 20
pairwise_potentials_map.size(): 348
sasa_points.size(): 8
************************************************
*                   REC INFO                   *
************************************************
name: default_name
vina_02_217 -227.457 -1.931 -3.409 -10.380
vina_02_218 -184.313 -2.147 -2.719 -10.691
vina_02_219 -430.150 -1.831 -45.848 -10.757
vina_02_220 -138.086 -1.986 -8.696 -10.372
vina_02_221 -274.092 -1.851 -12.933 -10.356
vina_02_222 -363.026 -2.362 -22.972 -11.113
vina_02_223 -256.825 -1.855 -5.029 -10.334
vina_02_224 -192.734 -2.057 5.174 -10.524
vina_02_225 -236.734 -2.012 -2.266 -10.442
vina_02_226 -140.037 -1.788 -1.755 -10.397
vina_02_227 -160.790 -1.928 -1.618 -10.380
vina_02_228 -208.026 -1.968 -9.774 -10.348
vina_02_229 -137.354 -1.946 2.733 -10.380
vina_02_230 -180.759 -2.051 -2.101 -10.524
vina_02_231 -181.358 -1.995 4.434 -10.442
vina_02_232 -225.951 -2.059 -15.845 -10.670
vina_02_233 -143.169 -1.792 -6.609 -10.327
vina_02_234 -287.263 -2.227 -16.579 -10.855
vina_02_235 -177.656 -1.828 -3.082 -10.380
vina_02_236 -164.791 -1.843 -1.329 -10.380
vina_02_237 -202.289 -1.785 0.431 -10.397
vina_02_238 -298.736 -1.790 -8.051 -10.334
vina_02_239 -150.933 -1.915 0.662 -10.380
vina_02_240 -286.826 -2.217 -22.770 -10.923
vina_02_241 -182.775 -2.193 -8.367 -10.621
vina_02_242 -150.130 -2.025 -1.127 -10.442
vina_02_243 -229.483 -1.824 -16.105 -10.527
vina_02_244 -216.462 -1.961 2.446 -10.419
vina_02_245 -222.336 -2.187 -5.238 -10.610
vina_02_246 -158.486 -1.691 2.900 -10.497
vina_02_247 -165.792 -1.851 0.254 -10.380
vina_02_248 -198.020 -1.797 8.709 -10.368
vina_02_249 -199.926 -1.990 6.671 -10.442
vina_02_250 -192.580 -1.815 0.326 -10.354
vina_02_251 -157.248 -2.277 -0.844 -10.460
vina_02_252 -122.629 -1.506 2.432 -10.458
vina_02_253 -149.874 -1.743 -1.897 -10.413
vina_02_254 -245.470 -1.827 -10.115 -10.310
vina_02_255 -148.580 -1.455 -3.238 -10.458
vina_02_256 -258.991 -2.155 4.548 -10.726
vina_02_257 -259.823 -2.363 -13.559 -10.595
vina_02_258 -107.654 -1.201 -0.911 -10.458
vina_02_259 -195.501 -1.722 -6.781 -10.343
vina_02_260 -205.173 -2.183 4.241 -10.691
vina_02_261 -165.248 -2.118 3.302 -10.691
vina_02_262 -243.204 -1.794 -3.731 -10.397
vina_02_263 -149.748 -2.314 -5.708 -10.406
vina_02_264 -199.333 -2.070 -1.990 -10.524
vina_02_265 -280.468 -1.768 -12.873 -10.414
vina_02_266 -123.549 -1.529 0.564 -10.458
vina_02_267 -140.479 -2.315 -1.341 -10.487
vina_02_268 -245.960 -1.887 9.619 -10.380
vina_02_269 -163.786 -2.139 0.180 -10.691
vina_02_270 -204.224 -1.981 -0.518 -10.426
vina_02_271 -289.628 -2.685 -0.392 -10.833
vina_02_272 -230.786 -1.991 -2.448 -10.442
vina_02_273 -400.624 -1.992 -38.252 -10.927
vina_03_1 -376.752 -2.550 -37.517 -11.075
vina_03_2 -600.286 -2.607 -63.462 -11.864
vina_03_3 -551.078 -2.651 -49.852 -11.583
vina_03_7 -332.670 -2.630 -15.943 -10.871
vina_03_8 -195.682 -2.577 0.948 -10.646
vina_03_9 -508.930 -2.802 -47.417 -11.531
vina_03_10 -191.443 -2.420 -2.299 -10.530
vina_03_11 -599.825 -2.665 -62.362 -11.958
vina_03_12 -341.388 -2.624 -25.328 -10.948
vina_03_13 -335.524 -2.674 -21.019 -11.042
vina_03_15 -608.214 -2.439 -66.235 -11.808
vina_03_16 -419.607 -2.622 -41.085 -11.179
vina_03_18 -526.213 -2.787 -49.905 -11.659
vina_03_19 -369.303 -2.377 -43.358 -10.954
vina_03_20 -534.632 -2.543 -51.177 -11.254
vina_03_21 -407.403 -2.542 -29.894 -11.077
vina_03_24 -355.640 -2.556 -27.448 -11.125
vina_03_25 -203.920 -2.581 -1.712 -10.646
vina_03_26 -227.853 -2.820 -3.359 -11.012
vina_03_27 -311.222 -2.648 -18.786 -10.871
vina_03_28 -367.332 -2.489 -22.130 -11.057
vina_03_30 -360.048 -2.408 -31.022 -11.069
vina_03_31 -401.329 -2.512 -24.991 -11.088
vina_03_32 -213.385 -2.313 -1.414 -10.487
vina_03_33 -415.119 -2.157 -44.241 -11.062
vina_03_34 -476.785 -2.544 -61.017 -10.980
vina_03_35 -166.501 -2.571 -1.761 -10.646
vina_03_36 -544.749 -2.330 -51.219 -11.169
vina_03_37 -222.673 -2.490 -0.444 -10.530
vina_03_38 -255.882 -2.547 -0.376 -10.596
vina_03_39 -527.514 -2.611 -60.424 -11.295
vina_03_41 -350.385 -2.400 -14.408 -10.681
vina_03_42 -310.373 -2.366 -5.090 -10.512
vina_03_43 -351.833 -2.047 -28.450 -11.032
vina_03_44 -289.697 -2.254 -16.203 -10.665
vina_03_45 -274.178 -2.461 -2.213 -10.565
vina_03_46 -157.908 -2.303 -1.190 -10.487
vina_03_48 -242.869 -2.419 -4.067 -10.530
vina_03_50 -559.701 -2.421 -49.503 -11.310
vina_03_51 -386.413 -2.497 -32.856 -11.100
vina_03_53 -447.456 -2.414 -54.679 -11.003
vina_03_54 -285.103 -2.417 -3.093 -10.537
vina_03_55 -364.674 -2.475 -29.354 -11.069
vina_03_56 -201.631 -2.243 2.709 -10.553
vina_03_58 -232.567 -2.499 5.003 -10.561
vina_03_59 -303.781 -2.572 -10.455 -10.583
vina_03_61 -270.686 -2.277 -3.700 -10.495
vina_03_62 -316.885 -2.374 -17.456 -10.714
vina_03_63 -500.773 -2.264 -51.791 -10.974
vina_03_64 -284.991 -2.652 -5.887 -10.752
vina_03_65 -435.888 -2.484 -44.093 -10.937
vina_03_66 -238.709 -2.113 0.597 -10.691
vina_03_67 -254.313 -2.296 -2.025 -10.522
vina_03_68 -381.970 -2.406 -31.158 -11.069
vina_03_69 -526.113 -2.423 -53.300 -11.235
vina_03_72 -223.548 -2.493 2.294 -10.530
vina_03_74 -205.903 -2.299 -4.667 -10.487
vina_03_75 -200.094 -2.599 -5.974 -10.605
vina_03_76 -302.337 -2.537 1.761 -10.568
vina_03_77 -187.494 -2.401 0.034 -10.530
vina_03_79 -249.705 -2.742 -7.652 -10.977
vina_03_80 -228.514 -2.061 -9.417 -10.453
vina_03_81 -250.815 -2.369 -14.809 -10.595
vina_03_82 -179.594 -2.364 5.289 -10.586
vina_03_83 -307.702 -2.353 -12.192 -10.535
vina_03_84 -433.163 -2.276 -51.669 -10.901
vina_03_85 -493.209 -2.320 -62.227 -10.938
vina_03_86 -235.156 -2.117 -3.817 -10.691
vina_03_87 -247.972 -2.026 3.206 -10.442
vina_03_88 -217.907 -2.373 -2.911 -10.530
vina_03_89 -183.847 -2.236 -6.145 -10.482
vina_03_90 -358.638 -2.345 -19.924 -11.113
vina_03_91 -288.606 -2.432 -10.115 -10.467
vina_03_92 -194.601 -1.992 1.749 -10.442
vina_03_94 -310.036 -2.403 1.013 -10.537
vina_03_95 -409.337 -2.514 -25.721 -11.065
vina_03_96 -261.130 -2.316 -1.012 -10.522
vina_03_97 -236.056 -2.189 -0.641 -10.691
vina_03_98 -250.107 -2.129 -3.327 -10.726
vina_03_99 -181.916 -2.432 -1.936 -10.530
vina_03_100 -228.319 -2.223 -1.658 -10.691
vina_03_101 -342.567 -2.642 -20.725 -10.948
vina_03_102 -530.758 -2.367 -67.013 -11.189
vina_03_103 -271.234 -2.395 -2.510 -10.565
vina_03_104 -180.518 -2.504 3.041 -10.561
vina_03_105 -370.045 -2.158 -25.797 -11.188
vina_03_106 -197.811 -2.462 -2.216 -10.530
vina_03_107 -240.734 -2.599 -5.026 -10.605
vina_03_108 -266.347 -2.058 -5.039 -10.477
vina_03_109 -177.826 -2.546 -1.171 -10.561
vina_03_110 -227.212 -2.136 -5.708 -10.610
vina_03_111 -240.217 -2.331 0.204 -10.525
vina_03_112 -238.318 -2.225 -0.256 -10.691
vina_03_113 -195.646 -2.229 -7.074 -10.482
vina_03_114 -285.739 -2.295 -13.020 -10.436
vina_03_115 -326.809 -2.398 -25.016 -10.792
vina_03_117 -188.481 -2.298 -7.936 -10.417
vina_03_118 -207.820 -2.228 -7.004 -10.601
vina_03_119 -198.903 -2.418 -0.618 -10.530
vina_03_120 -258.155 -2.681 -11.180 -10.802
vina_03_122 -183.815 -2.407 2.270 -10.530
vina_03_123 -188.180 -2.449 -4.166 -10.530
vina_03_124 -149.161 -2.236 -0.769 -10.553
vina_03_125 -257.761 -2.384 -2.562 -10.565
vina_03_126 -241.234 -2.601 -4.593 -10.687
vina_03_127 -245.548 -2.391 -9.278 -10.460
vina_03_128 -319.669 -2.438 -8.084 -10.467
vina_03_130 -206.545 -2.252 -2.317 -10.481
vina_03_131 -111.661 -2.249 1.575 -10.481
vina_03_132 -240.824 -2.535 9.173 -10.561
vina_03_133 -294.969 -2.225 -14.397 -10.671
vina_03_134 -190.724 -2.230 -3.646 -10.553
vina_03_135 -359.539 -2.542 -23.604 -11.088
vina_03_136 -248.427 -2.305 1.375 -10.487
vina_03_137 -333.090 -2.455 -38.372 -10.780
vina_03_138 -282.611 -2.168 -12.854 -10.640
vina_03_139 -298.028 -2.282 -9.064 -10.397
vina_03_140 -187.881 -2.139 4.236 -10.691
vina_03_141 -234.659 -2.328 -8.871 -10.455
vina_03_142 -206.497 -2.072 -2.038 -10.524
vina_03_143 -361.874 -2.215 -29.152 -11.200
vina_03_144 -177.423 -2.032 2.082 -10.442
vina_03_145 -290.676 -2.332 -5.330 -10.451
vina_03_146 -197.097 -2.070 -2.491 -10.524
vina_03_147 -333.007 -2.052 -12.263 -10.472
vina_03_148 -345.020 -2.213 -34.280 -11.106
vina_03_149 -318.469 -2.109 -7.462 -10.628
vina_03_150 -159.173 -2.138 2.035 -10.691
vina_03_151 -250.119 -2.334 -2.905 -10.621
vina_03_152 -256.155 -2.360 -3.569 -10.621
vina_03_153 -207.314 -2.473 -5.117 -10.449
vina_03_154 -242.259 -2.219 -5.100 -10.610
vina_03_155 -157.049 -2.448 2.932 -10.530
vina_03_156 -337.894 -2.268 -32.131 -10.733
vina_03_158 -195.172 -2.295 -3.375 -10.487
vina_03_159 -207.661 -2.283 -3.496 -10.460
vina_03_161 -183.418 -2.107 -0.015 -10.691
vina_03_162 -342.265 -2.416 -32.511 -10.804
vina_03_163 -314.560 -2.254 -17.891 -10.665
vina_03_164 -210.829 -2.184 -3.710 -10.691
vina_03_165 -158.978 -2.490 2.450 -10.530
vina_03_166 -317.816 -2.342 -14.156 -10.567
vina_03_167 -182.991 -2.090 -4.790 -10.502
vina_03_168 -223.168 -1.983 -0.042 -10.442
vina_03_169 -236.211 -1.965 -0.783 -10.419
vina_03_170 -284.428 -2.044 -14.314 -10.422
vina_03_171 -239.797 -2.028 -9.098 -10.372
vina_03_172 -203.836 -2.008 -5.772 -10.360
vina_03_173 -264.392 -1.997 0.482 -10.477
vina_03_174 -205.960 -2.252 -0.464 -10.481
vina_03_175 -243.105 -2.497 1.395 -10.561
vina_03_176 -227.249 -2.045 -5.361 -10.442
vina_03_177 -245.854 -2.242 3.299 -10.553
vina_03_178 -310.807 -2.263 -10.745 -10.408
vina_03_179 -217.896 -2.438 -0.619 -10.530
vina_03_180 -216.054 -2.279 -3.357 -10.460
vina_03_181 -263.531 -2.244 1.404 -10.588
vina_03_182 -174.978 -1.988 2.061 -10.442
vina_03_183 -201.951 -1.990 -3.289 -10.442
vina_03_184 -376.873 -2.174 -34.611 -11.200
vina_03_185 -227.499 -1.988 -0.243 -10.442
vina_03_186 -289.809 -2.002 -1.236 -10.449
vina_03_187 -175.485 -2.126 2.205 -10.691
vina_03_188 -225.820 -2.208 -2.409 -10.691
vina_03_189 -254.490 -1.972 -1.963 -10.454
vina_03_190 -139.200 -2.201 -4.131 -10.691
vina_03_191 -145.325 -2.396 -1.353 -10.530
vina_03_192 -246.045 -2.066 2.250 -10.524
vina_03_193 -182.987 -2.014 0.796 -10.442
vina_03_194 -163.699 -2.116 3.541 -10.691
vina_03_195 -148.483 -2.101 2.399 -10.691
vina_03_196 -220.429 -1.983 3.709 -10.442
vina_03_197 -168.539 -1.872 0.346 -10.380
vina_03_198 -184.255 -2.434 4.098 -10.530
vina_03_199 -213.807 -2.267 5.728 -10.460
vina_03_200 -318.315 -2.510 -22.753 -10.823
vina_03_201 -272.679 -2.203 -13.300 -10.699
vina_03_202 -182.034 -2.025 -1.622 -10.442
vina_03_203 -211.585 -2.304 1.525 -10.487
vina_03_204 -165.380 -2.100 5.564 -10.691
vina_03_205 -156.365 -2.133 2.118 -10.691
vina_03_206 -199.062 -2.194 -0.315 -10.691
vina_03_207 -249.684 -2.105 -8.405 -10.656
vina_03_208 -144.797 -2.342 -0.723 -10.586
vina_03_209 -170.209 -1.982 1.118 -10.426
vina_03_210 -310.775 -1.901 -14.161 -10.360
vina_03_211 -176.189 -2.080 -5.515 -10.442
vina_03_212 -231.138 -2.008 1.471 -10.442
vina_03_213 -115.146 -2.369 0.900 -10.586
vina_03_214 -208.116 -2.168 -4.384 -10.691
vina_03_215 -116.558 -1.986 7.165 -10.442
vina_03_216 -250.116 -2.048 -0.999 -10.559
vina_03_217 -309.671 -2.282 -29.529 -10.733
vina_03_218 -262.698 -2.046 -8.324 -10.489
vina_03_219 -208.026 -2.018 -2.752 -10.442
vina_03_220 -210.818 -2.066 -5.538 -10.442
vina_03_221 -352.518 -2.018 -42.732 -10.872
vina_03_222 -240.550 -2.038 -8.189 -10.372
vina_03_223 -202.499 -1.960 -3.158 -10.419
vina_03_224 -233.076 -2.018 -14.612 -10.415
vina_03_225 -185.533 -1.974 -2.312 -10.419
vina_03_226 -210.457 -1.871 -6.435 -10.310
vina_03_227 -215.083 -2.065 -3.987 -10.524
vina_03_228 -213.884 -2.247 -0.254 -10.481
vina_03_229 -212.576 -2.274 6.640 -10.460
vina_03_230 -202.778 -1.923 1.098 -10.380
vina_03_231 -259.082 -2.081 -0.443 -10.559
vina_03_232 -205.883 -2.199 -16.075 -10.838
vina_03_233 -166.342 -1.939 0.608 -10.380
vina_03_234 -160.695 -2.050 -4.816 -10.442
vina_03_235 -175.693 -1.655 0.808 -10.458
vina_03_236 -197.022 -1.953 -2.635 -10.380
vina_03_237 -192.501 -1.947 -0.719 -10.380
vina_03_238 -216.677 -1.858 -4.095 -10.380
vina_03_239 -176.697 -1.937 -3.192 -10.380
vina_03_240 -163.354 -1.881 0.632 -10.380
vina_03_241 -160.900 -1.998 1.281 -10.442
vina_03_242 -165.759 -1.986 5.650 -10.442
vina_03_243 -272.787 -1.908 -14.536 -10.388
vina_03_244 -104.054 -1.621 0.594 -10.458
vina_03_245 -306.356 -2.077 -10.613 -10.461
vina_03_246 -205.951 -1.784 -0.993 -10.397
vina_03_247 -212.165 -2.313 2.160 -10.487
vina_03_248 -241.713 -1.917 -17.393 -10.527
vina_03_249 -341.475 -2.070 -9.756 -10.461
vina_03_250 -147.333 -2.011 2.950 -10.442
vina_03_251 -178.658 -2.187 2.743 -10.691
vina_03_252 -160.334 -2.034 0.737 -10.442
vina_03_253 -181.506 -2.166 -3.463 -10.691
vina_03_254 -174.780 -1.923 1.637 -10.380
vina_03_255 -195.143 -1.859 0.996 -10.380
vina_03_256 -300.531 -1.894 -15.393 -10.496
vina_03_257 -138.941 -1.954 2.870 -10.380
vina_03_258 -283.784 -1.882 -10.081 -10.317
vina_03_259 -172.707 -2.027 -4.101 -10.442
vina_03_260 -183.257 -2.035 3.546 -10.442
vina_03_261 -161.649 -1.688 -0.820 -10.497
vina_03_262 -161.954 -1.879 4.841 -10.380
vina_03_263 -208.278 -1.836 -3.227 -10.380
vina_03_264 -246.473 -1.910 0.837 -10.380
vina_03_265 -103.708 -1.774 3.600 -10.397
vina_03_266 -173.548 -2.058 -6.429 -10.453
vina_03_267 -402.598 -2.294 -33.988 -11.026
vina_03_268 -285.640 -1.858 -4.962 -10.306
vina_03_269 -232.517 -1.905 -4.400 -10.380
vina_03_270 -248.163 -2.036 8.319 -10.442
vina_03_271 -123.327 -1.360 -1.697 -10.458
vina_03_272 -191.088 -2.050 -2.513 -10.524
vina_03_273 -193.381 -2.330 -0.698 -10.525
vina_03_274 -129.299 -1.851 -0.381 -10.380
vina_03_275 -172.653 -1.849 -5.818 -10.299
vina_03_276 -215.308 -2.396 -0.010 -10.530
vina_03_277 -176.616 -2.159 -1.937 -10.691
vina_03_278 -127.895 -1.744 4.378 -10.413
vina_03_279 -216.271 -1.721 -6.200 -10.343
vina_03_280 -201.266 -1.951 -3.302 -10.380
vina_03_281 -178.629 -1.852 2.017 -10.380
vina_03_282 -260.206 -1.890 -9.317 -10.345
vina_03_283 -208.849 -1.871 -1.210 -10.380
vina_03_284 -202.550 -1.554 -8.948 -10.388
vina_03_285 -123.298 -1.612 1.191 -10.458
vina_03_286 -268.995 -2.064 -14.501 -10.532
vina_03_287 -217.921 -1.926 -10.422 -10.310
vina_03_288 -165.393 -1.722 -1.636 -10.413
vina_03_289 -202.121 -1.625 -7.926 -10.388
vina_03_290 -143.636 -1.533 -5.132 -10.377
vina_03_291 -191.425 -1.842 8.027 -10.380
vina_03_292 -126.355 -1.727 -0.515 -10.413
vina_03_293 -384.053 -2.133 -36.633 -11.176
vina_03_294 -171.742 -1.453 2.297 -10.458
vina_03_295 -251.279 -1.917 -3.264 -10.415
vina_03_296 -112.787 -1.376 0.303 -10.458
vina_03_297 -100.149 -1.213 3.515 -10.458
vina_03_298 -243.775 -1.723 -7.069 -10.343
vina_03_299 -70.429 -1.177 -0.473 -10.458
vina_03_300 -204.737 -1.972 -5.522 -10.337
vina_03_301 -135.277 -1.698 1.780 -10.497
vina_03_302 -235.978 -2.400 -6.775 -10.460
vina_03_303 -173.541 -1.876 0.401 -10.380
vina_03_304 -318.168 -2.615 -15.554 -10.871
vina_03_305 -304.376 -2.326 -21.502 -10.787
vina_03_306 -276.668 -1.998 -6.512 -10.407
vina_03_307 -203.044 -2.204 -2.402 -10.691
vina_03_308 -230.988 -2.452 4.034 -10.530
vina_03_309 -238.408 -2.100 -8.779 -10.621
vina_03_310 -166.518 -2.134 -10.063 -10.621
vina_03_311 -145.823 -1.767 0.617 -10.466
vina_03_312 -221.366 -2.464 1.423 -10.530
vina_03_313 -270.447 -1.788 -11.993 -10.374
vina_03_314 -124.766 -1.363 -3.159 -10.458
vina_03_315 -392.873 -2.089 -43.856 -10.977
vina_04_7 -182.627 -2.587 1.122 -10.646
vina_04_8 -570.946 -2.686 -60.262 -11.761
vina_04_12 -387.150 -2.554 -35.256 -11.125
vina_04_14 -383.833 -2.579 -31.633 -11.185
vina_04_15 -401.319 -2.428 -42.542 -10.991
vina_04_16 -185.330 -2.456 1.666 -10.530
vina_04_17 -448.106 -2.791 -39.146 -11.470
vina_04_19 -222.986 -2.555 -0.130 -10.587
vina_04_20 -508.282 -2.362 -51.535 -11.102
vina_04_21 -575.663 -2.532 -59.433 -11.565
vina_04_22 -418.332 -2.576 -34.363 -11.162
vina_04_23 -233.216 -2.553 0.044 -10.587
vina_04_24 -227.016 -2.466 -7.544 -10.460
vina_04_25 -378.283 -2.487 -19.710 -10.979
vina_04_26 -165.781 -2.488 6.637 -10.530
vina_04_28 -257.337 -2.537 2.883 -10.596
vina_04_29 -186.214 -2.749 -2.196 -11.012
vina_04_30 -348.086 -2.581 -19.917 -11.078
vina_04_31 -506.291 -2.579 -61.255 -11.169
vina_04_32 -206.011 -2.558 3.661 -10.646
vina_04_34 -456.557 -2.206 -60.134 -10.989
vina_04_35 -269.651 -2.331 -17.824 -10.737
vina_04_38 -264.244 -2.482 -16.804 -10.742
vina_04_39 -231.315 -2.660 2.271 -10.826
vina_04_40 -445.826 -2.599 -49.257 -11.125
vina_04_42 -230.968 -2.485 3.912 -10.530
vina_04_44 -254.478 -2.411 4.749 -10.565
vina_04_46 -266.792 -2.406 -2.755 -10.565
vina_04_47 -233.592 -2.494 0.213 -10.530
vina_04_49 -357.887 -2.434 -32.421 -11.069
vina_04_50 -186.599 -2.314 2.592 -10.487
vina_04_51 -285.181 -2.575 -10.582 -10.583
vina_04_54 -225.064 -2.632 -8.890 -10.616
vina_04_55 -169.791 -2.544 -0.196 -10.561
vina_04_57 -359.395 -2.403 -17.279 -10.979
vina_04_58 -247.347 -2.600 -8.974 -10.616
vina_04_59 -243.495 -2.331 -10.615 -10.455
vina_04_61 -248.158 -2.564 5.682 -10.646
vina_04_62 -493.068 -2.752 -47.937 -11.446
vina_04_64 -445.028 -2.379 -54.112 -11.023
vina_04_65 -456.539 -2.297 -45.630 -10.900
vina_04_66 -413.849 -2.522 -37.504 -11.053
vina_04_67 -440.611 -2.670 -40.276 -11.278
vina_04_68 -260.167 -2.138 -7.340 -10.656
vina_04_70 -335.014 -2.294 -15.379 -10.604
vina_04_71 -195.298 -2.533 -2.553 -10.561
vina_04_72 -393.732 -2.441 -40.881 -11.045
vina_04_74 -414.530 -2.622 -27.654 -11.203
vina_04_76 -261.984 -2.306 -0.341 -10.522
vina_04_77 -333.098 -2.441 -18.106 -10.714
vina_04_78 -186.695 -2.280 -2.172 -10.460
vina_04_79 -271.054 -2.382 -2.446 -10.565
vina_04_80 -402.345 -2.400 -39.327 -11.045
vina_04_81 -195.845 -2.281 1.587 -10.460
vina_04_82 -223.804 -2.563 -4.675 -10.646
vina_04_83 -189.475 -2.665 -7.325 -10.756
vina_04_84 -524.198 -2.523 -59.233 -11.187
vina_04_85 -252.155 -2.145 -8.639 -10.656
vina_04_86 -246.315 -2.503 -2.396 -10.561
vina_04_88 -300.334 -2.349 -8.699 -10.523
vina_04_90 -245.219 -2.686 -4.224 -10.826
vina_04_91 -250.305 -2.245 -11.958 -10.529
vina_04_92 -330.935 -2.351 -13.909 -10.567
vina_04_93 -195.030 -2.296 -4.562 -10.487
vina_04_94 -421.459 -2.581 -34.297 -11.162
vina_04_95 -442.044 -2.041 -54.353 -10.879
vina_04_96 -429.186 -2.495 -46.584 -10.963
vina_04_97 -350.573 -2.105 -28.911 -11.106
vina_04_98 -420.920 -2.139 -45.705 -11.062
vina_04_99 -259.659 -2.231 -3.177 -10.588
vina_04_101 -182.544 -2.590 1.737 -10.687
vina_04_102 -180.196 -2.216 -0.048 -10.691
vina_04_103 -237.759 -2.479 -3.249 -10.530
vina_04_104 -404.073 -2.542 -24.997 -11.065
vina_04_106 -241.105 -2.324 -9.310 -10.455
vina_04_107 -188.362 -2.376 2.916 -10.530
vina_04_108 -460.638 -2.783 -43.914 -11.379
vina_04_110 -144.254 -2.480 -4.968 -10.449
vina_04_111 -214.817 -2.090 -3.444 -10.583
vina_04_113 -277.525 -2.493 -5.759 -10.484
vina_04_115 -258.040 -2.406 -8.081 -10.495
vina_04_116 -243.453 -2.583 -6.831 -10.576
vina_04_117 -186.950 -2.216 5.752 -10.691
vina_04_118 -290.971 -2.429 -1.375 -10.537
vina_04_119 -133.678 -2.137 -8.017 -10.621
vina_04_121 -136.620 -2.222 5.773 -10.691
vina_04_124 -223.161 -2.162 -0.021 -10.691
vina_04_126 -200.751 -2.255 -7.434 -10.411
vina_04_127 -139.118 -2.222 -1.509 -10.691
vina_04_128 -253.064 -2.350 2.606 -10.621
vina_04_129 -193.073 -2.461 3.683 -10.530
vina_04_131 -296.396 -2.387 -8.854 -10.467
vina_04_132 -246.809 -2.391 -2.198 -10.530
vina_04_133 -327.006 -2.452 -15.843 -10.714
vina_04_134 -228.712 -2.304 3.679 -10.487
vina_04_135 -247.203 -2.330 -9.123 -10.455
vina_04_137 -188.988 -1.947 0.281 -10.380
vina_04_138 -338.718 -2.102 -19.836 -10.923
vina_04_139 -212.867 -2.264 0.797 -10.460
vina_04_140 -296.955 -2.085 -3.250 -10.531
vina_04_141 -183.544 -2.210 1.138 -10.691
vina_04_142 -192.403 -2.252 -4.568 -10.481
vina_04_143 -274.021 -2.508 -5.451 -10.514
vina_04_144 -199.854 -1.945 3.870 -10.380
vina_04_145 -331.645 -2.499 -19.478 -10.745
vina_04_146 -396.429 -1.907 -41.986 -10.811
vina_04_148 -342.880 -2.264 -19.938 -10.722
vina_04_149 -275.537 -2.235 5.042 -10.588
vina_04_150 -168.512 -2.128 0.685 -10.691
vina_04_151 -142.031 -2.551 -4.998 -10.505
vina_04_152 -227.503 -2.108 -2.837 -10.691
vina_04_153 -287.549 -2.163 -2.711 -10.698
vina_04_154 -178.432 -2.093 -2.668 -10.583
vina_04_155 -205.013 -2.315 -2.144 -10.487
vina_04_156 -408.390 -2.481 -41.279 -11.022
vina_04_157 -195.381 -2.334 -5.072 -10.505
vina_04_158 -343.489 -2.102 -11.276 -10.640
vina_04_159 -263.823 -2.639 -9.655 -10.652
vina_04_160 -156.654 -2.034 -1.188 -10.442
vina_04_161 -174.204 -2.079 1.804 -10.524
vina_04_162 -248.759 -2.160 0.922 -10.691
vina_04_163 -199.653 -2.079 5.611 -10.524
vina_04_164 -178.943 -2.401 -5.518 -10.449
vina_04_165 -174.194 -2.519 3.362 -10.561
vina_04_166 -247.990 -2.306 2.881 -10.487
vina_04_167 -243.615 -2.038 -0.757 -10.442
vina_04_168 -262.679 -1.902 -3.298 -10.415
vina_04_169 -332.907 -2.106 -27.766 -10.935
vina_04_170 -317.672 -2.311 -15.608 -10.671
vina_04_171 -283.249 -2.190 -9.423 -10.628
vina_04_172 -351.201 -2.073 -30.570 -10.938
vina_04_173 -192.294 -2.291 -5.873 -10.406
vina_04_174 -176.892 -2.225 3.304 -10.691
vina_04_175 -319.571 -2.349 -4.842 -10.512
vina_04_176 -254.602 -2.584 -13.397 -10.654
vina_04_177 -323.200 -2.004 -29.977 -10.686
vina_04_178 -162.139 -2.143 -2.814 -10.691
vina_04_180 -466.521 -2.368 -56.234 -11.010
vina_04_181 -203.727 -2.388 7.146 -10.530
vina_04_182 -289.973 -2.231 -11.405 -10.501
vina_04_183 -160.007 -2.375 0.510 -10.530
vina_04_184 -178.382 -2.207 -8.910 -10.621
vina_04_185 -353.282 -2.251 -22.523 -11.008
vina_04_186 -295.836 -2.013 -5.984 -10.368
vina_04_187 -183.008 -2.316 -1.911 -10.487
vina_04_189 -181.501 -1.934 0.464 -10.380
vina_04_190 -269.160 -2.226 -15.110 -10.747
vina_04_191 -284.480 -2.428 -14.542 -10.510
vina_04_192 -201.787 -2.077 -3.725 -10.524
vina_04_193 -228.138 -2.216 -4.300 -10.691
vina_04_195 -268.430 -2.322 -1.054 -10.560
vina_04_196 -218.185 -2.143 -5.264 -10.610
vina_04_197 -130.794 -1.971 4.308 -10.419
vina_04_198 -254.005 -2.105 -10.363 -10.656
vina_04_199 -249.799 -2.256 -9.502 -10.446
vina_04_200 -237.257 -2.342 2.449 -10.586
vina_04_201 -509.399 -2.281 -53.398 -11.010
vina_04_202 -203.883 -2.237 -6.890 -10.482
vina_04_203 -241.763 -2.258 -7.751 -10.411
vina_04_204 -372.045 -2.207 -35.119 -11.200
