################################################
##                   SPRank                   ##
################################################
in_rec:          3D2X-A-85-D2X/amber/rec.amber.mol2
in_cpd:          3D2X-A-85-D2X/amber/lig_charged.amber.mol2
in_poses:        3D2X-A-85-D2X/pose/pose.mol2
stats:           0
verbose:         0
Load receptor: default_name from 3D2X-A-85-D2X/amber/rec.amber.mol2
--> heavy atom num: 1652
Load compound: MOL from 3D2X-A-85-D2X/amber/lig_charged.amber.mol2
--> heavy atom num: 26
************************************************
*                PARAMETER INFO                *
************************************************
T: 25
rt_to_kcal_per_mol: 0.593
gamma_SASA: 0.0054
r_water: 1.4
pairwise_dis_upper_bound: 10
pairwise_bin_size: 0.5
pairwise_bin_num: 20
pairwise_potentials_map.size(): 348
sasa_points.size(): 8
************************************************
*                   REC INFO                   *
************************************************
name: default_name
vina_03_198 -325.078 -4.247 -10.445 -12.562
vina_03_199 -340.904 -4.404 -33.754 -12.730
vina_03_200 -383.866 -4.319 1.906 -12.652
vina_03_201 -274.529 -3.784 -10.236 -11.373
vina_03_202 -210.371 -4.251 -5.355 -12.591
vina_03_203 -305.343 -3.819 -23.498 -11.511
vina_03_204 -319.549 -4.428 8.778 -12.586
vina_03_205 -239.166 -4.082 -8.947 -12.555
vina_03_207 -314.002 -3.875 -13.514 -12.240
vina_03_208 -316.696 -4.399 6.629 -12.586
vina_03_209 -224.870 -3.531 2.806 -11.454
vina_03_210 -328.569 -4.494 -34.977 -12.863
vina_03_211 -204.931 -3.882 4.325 -12.253
vina_03_212 -277.633 -3.927 6.616 -12.200
vina_03_213 -218.728 -3.631 2.594 -11.454
vina_03_214 -271.926 -4.214 -20.269 -12.758
vina_03_215 -288.892 -3.982 -6.264 -12.620
vina_03_216 -329.001 -4.115 -2.470 -12.681
vina_03_217 -318.193 -4.425 -27.681 -12.730
vina_03_218 -308.241 -3.871 -22.902 -12.390
vina_03_219 -282.712 -4.031 -23.477 -12.746
vina_03_220 -319.038 -3.901 -16.047 -12.206
vina_03_221 -267.122 -4.510 -21.171 -13.086
vina_03_222 -215.524 -3.991 -7.211 -12.613
vina_03_223 -253.027 -3.803 -3.844 -11.490
vina_03_224 -302.820 -4.141 6.756 -12.586
vina_03_225 -308.389 -3.782 1.313 -11.462
vina_03_226 -389.615 -4.190 -30.264 -12.796
vina_03_227 -330.257 -4.416 -38.320 -12.730
vina_03_228 -334.176 -4.241 -37.677 -12.730
vina_03_229 -337.304 -3.968 -34.494 -12.621
vina_03_230 -339.294 -4.095 -31.067 -12.730
vina_03_231 -273.612 -4.048 -8.099 -12.596
vina_03_232 -193.640 -3.970 4.115 -12.487
vina_03_233 -344.597 -4.146 1.968 -12.652
vina_03_234 -305.023 -4.219 -21.923 -12.730
vina_03_235 -339.153 -4.033 0.608 -12.602
vina_03_236 -322.271 -4.115 -9.909 -12.562
vina_03_237 -251.115 -4.067 -19.540 -12.755
vina_03_238 -320.664 -4.053 -24.566 -12.746
vina_03_239 -304.851 -4.262 -17.943 -12.678
vina_03_240 -300.551 -3.825 -10.506 -11.250
vina_03_241 -374.420 -4.030 -38.072 -12.812
vina_03_242 -295.631 -4.284 -6.163 -12.552
vina_03_243 -197.627 -3.912 3.191 -12.164
vina_03_244 -316.658 -4.252 5.073 -12.586
vina_03_245 -408.397 -3.931 -38.128 -12.389
vina_03_246 -299.048 -4.034 12.231 -12.602
vina_03_247 -317.737 -4.343 -28.948 -12.730
vina_03_248 -235.028 -3.908 -2.653 -12.200
vina_03_249 -251.829 -3.933 -5.108 -12.173
vina_03_250 -350.235 -3.951 -26.802 -12.687
vina_03_251 -323.787 -4.071 0.299 -12.602
vina_03_252 -284.733 -3.950 -13.598 -12.502
vina_03_253 -273.962 -4.138 -18.142 -12.706
vina_03_254 -228.663 -4.132 -7.439 -12.545
vina_03_255 -304.765 -4.160 0.345 -12.586
vina_03_256 -352.081 -3.926 -33.824 -12.393
vina_03_257 -274.511 -4.160 -2.061 -12.709
vina_03_258 -309.032 -3.994 -9.371 -12.631
vina_03_259 -349.763 -4.185 -39.140 -12.856
vina_03_260 -357.020 -4.493 -6.667 -12.751
vina_03_261 -227.803 -4.047 1.445 -12.595
vina_03_262 -270.721 -3.872 -6.592 -12.214
vina_03_263 -321.504 -3.850 -23.544 -12.206
vina_03_264 -361.093 -3.946 -30.038 -12.687
vina_03_265 -286.291 -3.927 3.487 -12.172
vina_03_266 -374.226 -4.210 -23.126 -12.796
vina_03_267 -306.759 -3.962 11.263 -12.494
vina_03_268 -363.408 -3.983 -27.046 -12.864
vina_03_269 -275.862 -3.743 -15.816 -11.556
vina_03_270 -246.869 -3.821 -6.898 -11.232
vina_03_271 -285.448 -4.041 -23.557 -12.746
vina_03_272 -277.305 -4.008 2.478 -12.682
vina_03_273 -279.000 -3.988 -6.758 -12.620
vina_03_274 -235.586 -4.194 -11.313 -12.555
vina_03_275 -307.141 -4.195 -27.199 -12.730
vina_03_276 -335.912 -3.931 -31.695 -12.303
vina_03_277 -347.248 -3.877 -33.686 -12.438
vina_03_278 -270.331 -4.196 -2.534 -12.709
vina_03_279 -351.970 -4.495 -37.154 -12.929
vina_03_280 -251.153 -3.992 3.949 -12.682
vina_03_281 -279.608 -4.190 -16.753 -12.678
vina_03_282 -260.771 -3.781 -8.950 -11.373
vina_03_283 -298.166 -3.967 -20.614 -12.621
vina_03_284 -311.180 -3.918 -14.976 -12.122
vina_03_285 -248.350 -3.840 -4.442 -11.918
vina_03_286 -324.427 -4.094 -9.145 -12.562
vina_03_287 -180.501 -3.915 0.449 -12.164
vina_03_288 -299.444 -4.152 0.635 -12.586
vina_03_289 -229.983 -3.740 -11.900 -11.349
vina_03_290 -378.001 -4.104 -28.797 -12.796
vina_03_291 -278.264 -4.064 -7.175 -12.568
vina_03_292 -290.609 -4.149 3.380 -12.586
vina_03_293 -373.985 -4.159 -34.736 -12.796
vina_03_294 -279.202 -4.333 0.012 -12.586
vina_03_295 -238.894 -3.764 -0.018 -11.454
vina_03_296 -337.893 -4.079 -30.119 -12.730
vina_03_297 -251.664 -3.830 -6.069 -11.528
vina_03_298 -293.683 -4.147 3.314 -12.586
vina_03_299 -186.645 -3.837 -17.454 -11.918
vina_03_300 -271.117 -4.347 -17.562 -12.706
vina_03_301 -243.581 -3.724 -6.984 -11.327
vina_03_302 -352.123 -3.938 -36.762 -12.412
vina_03_303 -331.348 -4.038 -25.289 -12.746
vina_03_304 -190.035 -3.994 2.419 -12.647
vina_03_305 -300.601 -3.927 -28.826 -12.284
vina_03_306 -204.466 -3.918 4.503 -12.164
vina_03_307 -225.411 -3.843 1.661 -11.900
vina_03_308 -386.685 -3.481 -16.236 -11.770
vina_03_309 -303.037 -4.313 -21.324 -12.730
vina_03_310 -367.084 -3.843 -33.988 -12.215
vina_03_311 -313.033 -4.166 1.238 -12.586
vina_03_312 -253.123 -3.667 -16.777 -11.556
vina_03_313 -244.671 -3.719 1.029 -11.454
vina_03_314 -258.052 -4.155 1.788 -12.614
vina_03_315 -213.339 -3.760 4.319 -11.454
vina_03_316 -234.444 -3.869 3.895 -12.270
vina_03_317 -303.682 -4.040 -25.115 -12.746
vina_03_318 -317.782 -4.347 -31.504 -12.730
vina_03_319 -333.579 -4.137 -23.964 -12.730
vina_03_320 -241.013 -3.979 5.838 -12.647
vina_03_321 -353.038 -4.577 -36.732 -13.226
vina_03_322 -361.527 -4.110 -17.638 -12.744
vina_03_323 -262.933 -4.005 -2.591 -12.778
vina_03_324 -267.149 -4.056 -1.888 -12.726
vina_03_325 -400.019 -4.283 -13.486 -12.660
vina_03_326 -307.601 -4.252 -29.572 -12.730
vina_03_327 -224.968 -3.742 -10.863 -11.349
vina_03_328 -301.513 -4.360 -17.489 -12.678
vina_03_329 -286.127 -4.149 6.877 -12.586
vina_03_330 -297.333 -4.372 -24.611 -12.730
vina_03_331 -259.438 -4.084 -7.533 -12.580
vina_03_332 -329.845 -4.247 -16.807 -12.678
vina_03_333 -293.970 -4.244 -21.493 -12.730
vina_03_334 -270.144 -3.968 -14.583 -12.530
vina_03_335 -256.222 -4.026 -5.940 -12.642
vina_03_336 -319.386 -3.876 -19.276 -12.324
vina_03_337 -266.155 -4.215 -9.906 -12.590
vina_03_338 -236.647 -3.736 -2.104 -11.454
vina_03_339 -362.663 -3.943 -43.042 -12.668
vina_03_340 -317.174 -4.402 -20.022 -12.730
vina_03_341 -253.538 -3.875 -14.226 -12.268
vina_03_342 -292.951 -3.553 -6.512 -11.334
vina_03_343 -278.670 -3.441 -14.891 -11.433
vina_03_344 -224.486 -3.787 2.720 -11.454
vina_03_345 -347.089 -4.172 -35.242 -12.796
vina_03_346 -339.132 -4.093 -23.953 -12.730
vina_03_347 -280.827 -3.834 -13.557 -11.811
vina_03_348 -281.712 -4.359 -2.914 -12.681
vina_03_349 -178.231 -3.827 1.605 -11.360
vina_03_350 -296.678 -4.258 1.982 -12.586
vina_03_351 -305.930 -3.689 -31.761 -11.618
vina_03_352 -323.511 -4.028 -5.647 -12.614
vina_03_353 -283.461 -3.897 -3.138 -12.207
vina_03_354 -330.618 -3.861 -29.957 -12.448
vina_03_355 -339.878 -3.762 -27.003 -11.618
vina_03_356 -282.409 -4.025 -6.903 -12.568
vina_03_357 -340.772 -3.799 -18.302 -11.528
vina_03_358 -274.619 -3.858 -1.508 -12.400
vina_03_359 -281.007 -4.011 0.563 -12.655
vina_03_360 -303.090 -3.881 -22.598 -12.372
vina_03_361 -310.694 -4.058 6.774 -12.602
vina_03_362 -343.863 -4.069 2.199 -12.602
vina_03_363 -199.339 -3.764 1.774 -11.454
vina_03_364 -308.907 -4.327 -3.283 -12.681
vina_03_365 -264.951 -3.943 -16.846 -12.614
vina_03_366 -298.433 -4.192 -5.712 -12.598
vina_03_367 -250.812 -3.668 3.520 -11.490
vina_03_368 -379.907 -4.109 -20.341 -12.796
vina_03_369 -243.684 -3.964 -4.700 -12.582
vina_03_370 -295.788 -4.246 2.259 -12.586
vina_03_371 -212.469 -3.996 -2.779 -12.743
vina_03_372 -232.276 -4.331 -5.242 -12.591
vina_03_373 -309.180 -4.115 -26.078 -12.730
vina_03_374 -331.400 -4.124 -37.081 -12.730
vina_03_375 -264.108 -4.040 -2.922 -12.726
vina_03_376 -244.045 -4.125 -8.115 -12.545
vina_03_377 -245.117 -3.803 3.682 -11.454
vina_03_378 -405.989 -4.155 -11.648 -12.606
vina_03_379 -344.344 -3.969 -14.512 -12.568
vina_03_380 -339.990 -4.208 -36.537 -12.730
vina_03_381 -250.297 -4.142 3.157 -12.614
vina_03_382 -374.155 -4.225 -4.236 -12.747
vina_03_383 -203.282 -3.715 -1.488 -11.454
vina_03_384 -330.450 -4.265 -26.896 -12.730
vina_03_385 -349.781 -3.974 -28.711 -12.744
vina_03_386 -235.428 -4.197 -5.377 -12.591
vina_03_387 -402.177 -4.103 -7.016 -12.618
vina_03_388 -324.607 -4.397 -31.874 -12.730
vina_03_389 -244.848 -3.979 -5.793 -12.659
vina_03_390 -232.399 -3.921 -0.848 -12.164
vina_03_391 -252.754 -3.814 -6.804 -11.362
vina_03_392 -311.397 -4.007 -14.364 -12.663
vina_03_393 -340.411 -4.001 3.806 -12.655
vina_03_394 -258.121 -4.159 -26.166 -12.758
vina_03_395 -282.624 -3.982 0.791 -12.655
vina_03_396 -360.210 -4.132 -39.098 -12.856
vina_03_397 -346.739 -3.997 -33.136 -12.864
vina_03_398 -317.043 -4.116 0.687 -12.586
vina_03_399 -308.611 -3.683 -14.261 -11.414
vina_03_400 -308.999 -4.133 -32.053 -12.730
vina_03_401 -244.598 -3.827 3.030 -11.360
vina_03_402 -262.309 -4.014 2.054 -12.682
vina_03_403 -273.755 -4.105 -17.437 -12.706
vina_03_404 -291.439 -4.137 -24.167 -12.730
vina_03_405 -312.421 -3.955 3.757 -12.494
vina_03_406 -385.133 -3.705 -10.719 -11.580
vina_03_407 -324.043 -4.024 -25.545 -12.746
vina_03_408 -303.229 -4.054 -20.773 -12.746
vina_03_409 -280.599 -4.181 -9.268 -12.562
vina_03_410 -152.925 -3.848 -1.551 -12.081
vina_03_411 -277.944 -4.029 4.270 -12.602
vina_03_412 -344.375 -3.993 -26.608 -12.864
vina_03_413 -329.871 -3.896 -42.380 -12.230
vina_03_414 -194.802 -3.876 9.190 -12.282
vina_03_415 -318.911 -4.017 -6.305 -12.620
vina_03_416 -264.417 -3.420 -15.835 -11.574
vina_03_417 -402.313 -3.883 -19.318 -12.403
vina_03_418 -229.937 -3.657 -1.025 -11.454
vina_03_419 -378.339 -3.945 -31.339 -12.687
vina_03_420 -321.570 -4.127 -24.457 -12.730
vina_03_421 -346.037 -4.260 -43.272 -12.777
vina_03_422 -265.620 -4.033 -22.244 -12.774
vina_03_423 -334.788 -4.060 -34.003 -12.746
vina_03_424 -293.383 -4.148 -0.740 -12.586
vina_03_425 -323.683 -4.166 -21.856 -12.730
vina_03_426 -297.286 -3.750 -15.901 -11.528
vina_03_427 -274.688 -3.634 6.757 -11.490
vina_03_428 -214.767 -3.552 2.987 -11.454
vina_03_429 -292.635 -3.973 0.010 -12.535
vina_03_430 -271.483 -4.484 -8.104 -12.635
vina_03_431 -238.010 -3.781 -28.667 -11.611
vina_03_432 -217.620 -3.891 1.289 -12.184
vina_03_433 -253.744 -3.912 8.251 -12.200
vina_03_434 -296.697 -3.787 4.274 -11.462
vina_03_435 -318.595 -4.037 -25.913 -12.746
vina_03_436 -313.430 -4.105 -18.334 -12.711
vina_03_437 -349.601 -4.164 -39.348 -12.856
vina_03_438 -343.291 -3.938 -28.840 -12.303
vina_03_439 -254.102 -4.321 5.196 -12.614
vina_03_440 -329.755 -3.891 -17.314 -12.226
vina_03_441 -224.408 -3.819 -8.066 -11.232
vina_03_442 -273.890 -3.967 -0.795 -12.522
vina_03_443 -308.158 -3.994 -24.111 -12.798
vina_03_444 -247.100 -4.116 -1.332 -12.674
vina_03_445 -378.853 -4.013 -25.631 -12.864
vina_03_446 -331.203 -3.579 -29.326 -11.618
vina_03_447 -231.023 -4.161 -9.181 -12.555
vina_03_448 -303.477 -4.011 -21.860 -12.798
vina_03_449 -283.997 -3.951 -10.884 -12.470
vina_03_450 -247.516 -3.973 -4.270 -12.623
vina_03_451 -180.204 -3.921 -9.932 -12.083
vina_03_452 -333.917 -3.992 -1.863 -12.750
vina_03_453 -544.316 -3.788 -46.058 -12.057
vina_03_454 -248.014 -3.855 -6.738 -12.117
vina_03_455 -283.153 -3.978 4.256 -12.655
vina_03_456 -399.231 -3.762 -37.773 -11.817
vina_03_457 -239.969 -4.114 -1.199 -12.579
vina_03_458 -274.557 -4.284 -1.870 -12.709
vina_03_459 -370.042 -3.569 -16.806 -11.752
vina_03_460 -347.784 -4.023 -24.973 -12.829
vina_03_461 -284.764 -3.904 -9.494 -12.090
vina_03_462 -286.108 -3.736 -7.250 -11.334
vina_03_463 -307.843 -4.050 -29.888 -12.746
vina_03_464 -319.202 -3.766 -15.660 -11.528
vina_03_465 -332.506 -4.082 -29.248 -12.730
vina_03_466 -340.604 -3.803 -22.950 -11.606
vina_03_467 -186.383 -3.973 -4.276 -12.623
vina_03_468 -348.935 -4.043 -32.582 -12.812
vina_03_469 -334.102 -3.898 -23.702 -12.284
vina_03_470 -212.265 -3.938 -2.054 -12.220
vina_03_471 -245.004 -3.819 3.112 -11.360
vina_03_472 -311.365 -3.913 -19.970 -12.284
vina_03_473 -277.117 -4.122 4.533 -12.614
vina_03_474 -261.595 -4.170 -28.693 -12.758
vina_03_475 -237.276 -3.919 -6.728 -12.073
vina_03_476 -295.654 -3.975 -22.601 -12.678
vina_03_477 -260.715 -4.176 -8.481 -12.590
vina_03_478 -372.103 -4.254 -19.927 -12.796
vina_03_479 -267.757 -3.703 -18.682 -11.556
vina_03_480 -282.236 -3.890 -14.537 -12.142
vina_03_481 -225.206 -4.356 -4.219 -12.674
vina_03_482 -272.520 -3.763 -15.731 -11.556
vina_03_483 -293.172 -3.923 -27.996 -12.284
vina_03_484 -260.462 -3.840 -8.686 -11.836
vina_03_485 -326.775 -3.968 -16.913 -12.586
vina_03_486 -272.395 -3.884 -8.666 -12.207
vina_03_487 -296.294 -3.977 -25.933 -12.812
vina_03_488 -386.112 -3.742 -7.187 -11.558
vina_03_489 -202.610 -3.641 4.306 -11.454
vina_03_490 -238.499 -4.009 0.408 -12.647
vina_03_491 -195.178 -3.559 -8.367 -11.327
vina_03_492 -358.007 -4.126 -28.636 -12.796
vina_03_493 -399.568 -3.872 -32.132 -12.498
vina_03_494 -351.223 -3.965 -21.739 -12.687
vina_03_495 -344.920 -3.905 -23.559 -12.350
vina_03_496 -368.741 -4.114 -35.221 -12.796
vina_03_497 -367.631 -4.108 -40.924 -12.856
vina_03_498 -317.579 -4.068 -18.443 -12.727
vina_03_499 -358.432 -3.959 -34.779 -12.687
vina_03_500 -306.094 -4.273 -26.674 -12.730
vina_04_1 -600.469 -4.158 -44.729 -13.211
vina_04_2 -540.772 -4.318 -42.202 -12.934
vina_04_3 -433.981 -4.195 -24.762 -12.779
vina_04_4 -534.959 -4.249 -37.779 -12.916
vina_04_5 -450.561 -3.949 -29.772 -12.676
vina_04_6 -393.629 -3.828 -16.016 -11.866
vina_04_7 -543.844 -4.304 -40.767 -12.976
vina_04_8 -301.729 -4.168 -23.564 -12.730
vina_04_9 -351.970 -4.320 -36.694 -12.796
vina_04_11 -372.434 -3.989 -36.535 -12.864
vina_04_12 -496.849 -4.200 -42.436 -12.798
vina_04_13 -434.115 -4.017 -28.883 -12.847
vina_04_14 -548.270 -4.205 -38.927 -13.009
vina_04_15 -444.073 -4.343 -18.736 -12.785
vina_04_16 -316.409 -4.158 -14.042 -12.594
vina_04_17 -381.083 -4.336 -36.270 -12.796
vina_04_18 -451.335 -4.386 -10.676 -12.617
vina_04_19 -335.119 -4.506 -32.985 -13.058
vina_04_20 -308.043 -3.745 -29.774 -11.618
vina_04_21 -290.390 -4.416 -21.024 -12.730
vina_04_22 -346.515 -4.237 -6.430 -12.618
vina_04_23 -296.968 -4.247 -27.514 -12.730
vina_04_24 -412.658 -4.242 -14.868 -12.637
vina_04_25 -317.706 -4.262 -25.390 -12.730
vina_04_26 -264.238 -4.153 -26.872 -12.758
vina_04_27 -298.323 -3.929 -20.785 -12.303
vina_04_28 -354.339 -3.966 -32.295 -12.687
vina_04_29 -299.993 -4.037 -9.197 -12.579
vina_04_30 -353.532 -4.337 -27.392 -12.796
vina_04_31 -456.184 -4.174 -19.452 -12.766
vina_04_32 -348.101 -3.972 -21.493 -12.687
vina_04_33 -366.974 -4.143 -24.890 -12.796
vina_04_34 -369.435 -4.407 -28.367 -12.796
vina_04_35 -373.588 -4.294 -16.940 -12.744
vina_04_36 -287.379 -4.267 -19.460 -12.711
vina_04_37 -555.910 -4.155 -38.511 -13.010
vina_04_38 -397.031 -4.443 -21.826 -12.796
vina_04_39 -363.083 -3.730 -25.446 -11.829
vina_04_40 -387.075 -4.289 -17.923 -12.744
vina_04_41 -311.140 -3.930 -25.058 -12.303
vina_04_42 -324.117 -4.129 -21.361 -12.730
vina_04_43 -315.930 -4.178 -22.797 -12.730
vina_04_44 -335.591 -4.417 -12.756 -12.562
vina_04_45 -294.337 -3.648 -18.875 -11.528
vina_04_46 -331.240 -3.949 -39.296 -12.682
vina_04_47 -385.525 -3.822 -25.021 -11.735
vina_04_48 -303.880 -4.147 -28.473 -12.730
vina_04_49 -359.653 -4.023 -15.808 -12.777
vina_04_50 -214.776 -3.947 -6.587 -12.453
vina_04_52 -446.317 -4.144 -26.686 -12.785
vina_04_53 -370.793 -4.127 -27.816 -12.796
vina_04_54 -301.707 -4.327 -28.757 -12.730
vina_04_55 -330.516 -3.906 -10.741 -12.090
vina_04_56 -320.165 -4.157 -9.828 -12.562
vina_04_57 -278.971 -4.028 -24.450 -12.746
vina_04_58 -372.840 -3.904 -32.187 -12.393
vina_04_59 -322.341 -4.324 -25.424 -12.730
vina_04_60 -347.347 -4.435 -28.556 -12.796
vina_04_61 -374.666 -4.119 -18.229 -12.744
vina_04_62 -392.391 -4.326 -14.848 -12.660
vina_04_63 -276.398 -4.467 -13.360 -12.677
vina_04_64 -345.988 -4.372 -14.816 -12.660
vina_04_65 -316.038 -4.216 -18.711 -12.711
vina_04_66 -364.903 -4.164 -22.775 -12.796
vina_04_67 -350.993 -4.309 -36.282 -12.796
vina_04_68 -398.967 -4.176 -14.824 -12.660
vina_04_69 -396.743 -3.824 -39.220 -11.722
vina_04_70 -315.224 -3.959 -14.191 -12.502
vina_04_71 -261.704 -4.197 -2.278 -12.709
vina_04_72 -331.018 -4.176 0.242 -12.586
vina_04_73 -337.923 -3.878 -30.671 -12.372
vina_04_74 -412.731 -4.095 -35.415 -12.773
vina_04_75 -442.557 -4.301 -10.639 -12.637
vina_04_76 -259.627 -4.516 -16.345 -13.034
vina_04_77 -286.018 -4.212 -24.002 -12.730
vina_04_78 -310.371 -4.028 -22.937 -12.746
vina_04_79 -349.058 -3.843 -26.004 -12.172
vina_04_80 -293.623 -4.290 -11.237 -12.562
vina_04_81 -332.191 -4.288 -30.382 -12.730
vina_04_82 -255.560 -3.860 1.800 -12.364
vina_04_83 -371.005 -4.118 -20.923 -12.796
vina_04_84 -378.892 -4.187 -30.632 -12.796
vina_04_85 -297.436 -4.134 -19.158 -12.711
vina_04_86 -310.201 -4.069 -31.519 -12.746
vina_04_87 -415.867 -4.097 -29.817 -12.773
vina_04_88 -403.259 -4.190 -17.386 -12.744
vina_04_89 -324.295 -4.270 -17.825 -12.678
vina_04_90 -287.723 -4.444 -24.036 -12.730
vina_04_91 -262.364 -4.019 -6.980 -12.648
vina_04_92 -245.312 -3.865 6.557 -12.270
vina_04_93 -271.077 -3.984 -27.644 -12.826
vina_04_94 -241.557 -3.932 -9.259 -12.103
vina_04_95 -376.330 -4.196 -23.055 -12.796
vina_04_96 -197.560 -3.949 -1.082 -12.487
vina_04_97 -339.405 -4.214 -13.510 -12.594
vina_04_98 -354.352 -3.850 -25.199 -12.315
vina_04_99 -542.935 -4.102 -40.531 -12.976
vina_04_100 -350.958 -4.376 -35.318 -12.796
vina_04_101 -347.487 -4.195 -4.144 -12.747
vina_04_102 -273.850 -3.800 -17.394 -11.556
vina_04_103 -311.004 -4.148 -18.270 -12.678
vina_04_104 -297.343 -4.196 -24.460 -12.730
vina_04_105 -396.267 -4.342 -13.895 -12.660
vina_04_106 -298.020 -3.867 -21.564 -12.390
vina_04_107 -278.142 -4.038 0.049 -12.602
vina_04_108 -354.866 -3.999 -28.785 -12.864
vina_04_109 -337.431 -4.228 -11.253 -12.562
vina_04_110 -317.716 -4.119 -26.763 -12.730
vina_04_111 -301.208 -3.773 -27.354 -11.618
vina_04_112 -349.526 -4.324 -34.313 -12.796
vina_04_113 -386.577 -4.088 -22.513 -12.796
vina_04_114 -352.788 -4.470 -11.329 -12.683
vina_04_115 -316.285 -4.134 -22.465 -12.730
vina_04_116 -294.064 -3.939 -7.415 -12.099
vina_04_117 -342.160 -4.177 -24.295 -12.730
vina_04_118 -295.031 -4.085 -23.970 -12.730
vina_04_119 -299.056 -4.290 -18.417 -12.711
vina_04_120 -402.147 -4.300 -12.423 -12.628
vina_04_121 -469.861 -4.329 -26.029 -12.779
vina_04_122 -364.173 -4.223 -14.336 -12.660
vina_04_123 -323.420 -4.195 -14.069 -12.594
vina_04_124 -325.048 -4.414 -30.012 -12.730
vina_04_125 -298.916 -4.157 7.329 -12.586
vina_04_126 -325.889 -3.956 -3.180 -12.589
vina_04_127 -296.508 -4.194 -0.059 -12.586
vina_04_128 -391.914 -4.099 -36.884 -12.796
vina_04_129 -315.893 -3.748 -19.341 -11.528
vina_04_130 -409.303 -3.911 -39.892 -12.370
vina_04_131 -276.482 -4.098 -10.673 -12.590
vina_04_132 -342.781 -4.181 -11.574 -12.562
vina_04_133 -435.792 -3.788 -35.988 -11.825
vina_04_134 -369.395 -4.322 -32.407 -12.796
vina_04_135 -375.161 -4.088 -35.493 -12.796
vina_04_136 -293.559 -3.957 -20.995 -12.621
vina_04_137 -359.562 -3.855 -37.065 -12.437
vina_04_138 -286.361 -3.824 -5.023 -11.285
vina_04_139 -252.486 -4.077 -1.330 -12.726
vina_04_140 -392.823 -3.654 -33.393 -11.841
vina_04_141 -335.815 -4.271 -21.022 -12.730
vina_04_142 -360.140 -4.021 -20.388 -12.829
vina_04_143 -327.243 -3.752 -22.916 -11.606
vina_04_144 -301.361 -3.984 -17.513 -12.747
vina_04_145 -372.443 -4.299 -18.324 -12.777
vina_04_146 -343.435 -4.185 -30.739 -12.730
vina_04_147 -269.884 -4.113 -9.975 -12.590
vina_04_148 -306.212 -4.250 -26.970 -12.730
vina_04_149 -349.052 -4.135 -21.545 -12.796
vina_04_150 -297.535 -4.107 -19.017 -12.711
vina_04_151 -349.997 -4.233 -25.666 -12.796
vina_04_152 -345.001 -3.570 -23.544 -11.735
vina_04_153 -368.402 -4.145 -38.473 -12.796
vina_04_154 -325.407 -4.304 -27.630 -12.730
vina_04_155 -323.624 -4.106 0.238 -12.586
vina_04_156 -338.292 -3.895 -20.240 -12.284
vina_04_157 -246.957 -4.236 -9.887 -12.555
vina_04_158 -308.259 -3.901 -19.852 -12.284
vina_04_159 -365.067 -4.068 -9.336 -12.645
vina_04_160 -285.041 -4.209 9.699 -12.586
vina_04_161 -357.835 -4.228 -29.086 -12.796
vina_04_162 -290.438 -4.018 -6.085 -12.620
vina_04_163 -390.182 -4.078 -38.422 -12.796
vina_04_164 -320.372 -4.326 -30.416 -12.730
vina_04_165 -307.712 -4.378 -24.540 -12.730
vina_04_166 -303.457 -4.385 -19.028 -12.711
vina_04_167 -326.045 -4.215 -21.895 -12.730
vina_04_168 -414.743 -3.740 -38.071 -11.795
vina_04_169 -288.137 -4.116 -15.809 -12.678
vina_04_170 -279.543 -4.177 0.347 -12.586
vina_04_171 -301.921 -4.161 -20.383 -12.730
vina_04_172 -275.078 -4.023 -3.312 -12.743
vina_04_173 -262.857 -3.955 -9.262 -12.498
vina_04_174 -357.939 -4.111 -5.727 -12.664
vina_04_175 -371.080 -4.344 -25.440 -12.796
vina_04_176 -321.573 -3.895 -28.610 -12.284
vina_04_177 -330.136 -4.169 -9.866 -12.562
vina_04_178 -325.252 -3.976 -16.634 -12.627
vina_04_179 -303.507 -3.954 -20.933 -12.621
vina_04_180 -317.731 -3.847 -17.547 -12.129
vina_04_181 -360.944 -4.021 -29.569 -12.829
vina_04_182 -194.777 -3.911 -0.444 -12.164
vina_04_183 -252.732 -3.958 -5.532 -12.534
vina_04_184 -351.019 -3.916 -20.847 -12.350
vina_04_185 -273.165 -4.097 -0.367 -12.614
vina_04_186 -328.184 -4.071 -20.727 -12.746
vina_04_188 -285.151 -4.385 -30.516 -12.730
vina_04_189 -336.965 -4.055 -4.139 -12.698
vina_04_190 -327.462 -4.004 -19.238 -12.779
vina_04_191 -357.718 -4.338 -38.393 -12.796
vina_04_192 -363.212 -3.838 -32.117 -12.215
vina_04_193 -226.441 -3.927 -2.298 -12.200
vina_04_194 -337.316 -3.697 -22.774 -11.606
vina_04_195 -352.055 -3.924 -25.540 -12.393
vina_04_196 -358.421 -4.219 -43.651 -12.777
vina_04_197 -360.823 -4.216 -32.828 -12.796
vina_04_198 -345.383 -4.253 -14.676 -12.660
vina_04_199 -290.688 -4.175 -14.593 -12.594
vina_04_200 -270.789 -4.171 -23.962 -12.758
vina_04_201 -357.549 -3.768 -26.845 -11.841
vina_04_202 -266.479 -4.018 -7.960 -12.648
vina_04_203 -308.569 -3.448 -7.466 -11.353
vina_04_204 -274.104 -3.674 -12.184 -11.384
vina_04_205 -301.753 -3.911 -21.430 -12.284
vina_04_206 -294.105 -4.000 2.615 -12.655
vina_04_207 -258.693 -4.124 -29.511 -12.758
