################################################
##                   SPRank                   ##
################################################
in_rec:          3D2X-A-85-D2X/amber/rec.amber.mol2
in_cpd:          3D2X-A-85-D2X/amber/lig_charged.amber.mol2
in_poses:        3D2X-A-85-D2X/pose/pose.mol2
stats:           0
verbose:         0
Load receptor: default_name from 3D2X-A-85-D2X/amber/rec.amber.mol2
--> heavy atom num: 1652
Load compound: MOL from 3D2X-A-85-D2X/amber/lig_charged.amber.mol2
--> heavy atom num: 26
************************************************
*                PARAMETER INFO                *
************************************************
T: 25
rt_to_kcal_per_mol: 0.593
gamma_SASA: 0.0054
r_water: 1.4
pairwise_dis_upper_bound: 10
pairwise_bin_size: 0.5
pairwise_bin_num: 20
pairwise_potentials_map.size(): 348
sasa_points.size(): 8
************************************************
*                   REC INFO                   *
************************************************
name: default_name
rdock_05_3 -334.858 -3.846 -33.294 -12.206
rdock_05_4 -330.533 -4.093 -20.321 -12.730
rdock_05_5 -378.686 -3.959 -37.061 -12.687
rdock_05_6 -384.101 -3.858 -35.898 -12.557
rdock_05_7 -382.867 -4.161 -20.613 -12.796
rdock_05_8 -348.294 -4.186 -34.822 -12.796
rdock_05_9 -475.585 -3.486 -29.700 -11.890
rdock_05_10 -300.090 -4.193 -25.841 -12.730
rdock_05_11 -280.257 -4.039 -13.109 -12.579
rdock_05_12 -307.090 -3.906 -28.546 -12.284
rdock_05_13 -327.546 -3.688 1.124 -11.462
rdock_05_14 -326.766 -4.260 -28.895 -12.730
rdock_05_15 -278.593 -3.511 -17.482 -11.547
rdock_05_16 -392.124 -4.093 -27.882 -12.796
rdock_05_17 -357.059 -4.230 -33.075 -12.796
rdock_05_18 -279.712 -3.961 -6.999 -12.460
rdock_05_19 -270.886 -4.069 -30.860 -12.774
rdock_05_20 -491.523 -4.169 -33.484 -12.754
rdock_05_21 -399.263 -4.113 -29.066 -12.796
rdock_05_22 -517.314 -4.043 -30.232 -12.900
rdock_05_23 -330.772 -4.447 -28.135 -12.730
rdock_05_24 -272.564 -4.358 -14.118 -12.622
rdock_05_25 -392.016 -4.165 -31.683 -12.796
rdock_05_26 -377.187 -4.403 -30.989 -12.796
rdock_05_27 -414.055 -4.181 -14.779 -12.637
rdock_05_28 -362.002 -4.144 -22.056 -12.796
rdock_05_29 -357.696 -4.077 -28.964 -12.812
rdock_05_30 -296.635 -4.098 -18.435 -12.711
rdock_05_31 -261.446 -3.858 -0.983 -12.364
rdock_05_32 -253.507 -4.386 -15.906 -12.706
rdock_05_33 -226.476 -3.933 -8.067 -12.092
rdock_05_34 -300.185 -4.119 -29.106 -12.730
rdock_05_35 -261.447 -4.031 -24.811 -12.774
rdock_05_36 -473.017 -4.108 -20.475 -12.779
rdock_05_37 -349.379 -3.905 -34.236 -12.350
rdock_05_38 -369.819 -4.048 -22.482 -12.812
rdock_05_39 -233.838 -4.118 -17.175 -12.671
rdock_05_40 -261.362 -4.169 -26.755 -12.758
rdock_05_41 -351.521 -4.337 -19.213 -12.777
rdock_05_42 -330.392 -4.042 -32.961 -12.746
rdock_05_43 -380.851 -4.282 -31.135 -12.796
rdock_05_44 -332.476 -4.048 -12.191 -12.579
rdock_05_45 -511.783 -4.379 -35.576 -12.839
rdock_05_46 -234.082 -4.061 -19.275 -12.720
rdock_05_47 -336.353 -4.184 -27.573 -12.730
rdock_05_48 -199.721 -3.697 4.327 -11.454
rdock_05_49 -334.441 -3.924 -19.314 -12.206
rdock_05_50 -523.358 -4.160 -31.423 -12.916
rdock_05_51 -394.978 -4.348 -35.520 -12.796
rdock_05_52 -222.287 -3.989 -22.197 -12.791
rdock_05_53 -256.408 -4.444 -26.254 -12.758
rdock_05_54 -329.571 -4.492 -16.677 -12.811
rdock_05_55 -392.439 -4.069 -35.549 -12.812
rdock_05_56 -396.607 -4.212 -37.444 -12.796
rdock_05_57 -252.553 -3.805 -2.779 -11.490
rdock_05_58 -350.869 -4.057 -18.439 -12.793
rdock_05_59 -377.979 -4.145 -19.498 -12.777
rdock_05_60 -437.093 -4.299 -17.000 -12.727
rdock_05_61 -337.823 -3.792 -29.104 -11.618
rdock_05_62 -317.173 -4.055 -30.978 -12.746
rdock_05_63 -570.492 -4.112 -31.936 -13.226
rdock_05_64 -445.069 -4.343 -22.157 -12.804
rdock_05_65 -215.621 -4.106 -12.026 -12.555
rdock_05_66 -518.812 -3.659 -35.215 -12.081
rdock_05_67 -345.839 -3.776 -25.634 -11.735
rdock_05_68 -507.804 -4.140 -34.865 -12.839
rdock_05_69 -379.462 -4.111 -20.749 -12.796
rdock_05_70 -259.503 -3.843 -9.147 -11.836
rdock_05_71 -507.309 -4.253 -21.237 -12.839
rdock_05_72 -333.321 -3.966 -18.787 -12.602
rdock_05_73 -317.218 -4.350 -20.945 -12.730
rdock_05_74 -343.228 -4.135 -33.926 -12.730
rdock_05_75 -229.971 -3.966 -1.872 -12.582
rdock_05_76 -331.476 -4.143 -20.393 -12.730
rdock_05_77 -346.159 -4.102 -15.036 -12.660
rdock_05_78 -227.077 -3.995 -17.915 -12.739
rdock_05_79 -391.022 -4.045 -36.959 -12.812
rdock_05_80 -518.828 -4.262 -34.700 -12.916
rdock_05_81 -494.783 -4.207 -32.582 -12.780
rdock_05_82 -404.197 -4.186 -22.678 -12.773
rdock_05_83 -314.399 -3.922 -29.350 -12.284
rdock_05_84 -270.493 -3.756 -1.934 -11.490
rdock_05_85 -267.754 -4.164 -21.272 -12.758
rdock_05_86 -351.674 -4.285 -21.142 -12.796
rdock_05_87 -497.425 -4.175 -26.987 -12.780
rdock_05_88 -214.085 -3.680 -16.581 -11.521
rdock_05_89 -373.917 -4.066 -29.242 -12.812
rdock_05_90 -551.501 -4.107 -44.406 -12.991
rdock_05_91 -276.853 -3.824 0.447 -11.395
rdock_05_92 -518.362 -3.892 -34.663 -12.532
rdock_05_93 -542.511 -3.970 -48.290 -12.912
rdock_05_94 -211.912 -3.561 -14.343 -11.407
rdock_05_95 -436.766 -4.018 -31.609 -12.847
rdock_05_96 -332.579 -4.116 -15.570 -12.678
rdock_05_97 -355.120 -4.214 -27.638 -12.796
rdock_05_98 -229.722 -4.102 -26.735 -12.723
rdock_05_99 -233.892 -3.741 -6.477 -11.327
rdock_05_100 -345.881 -4.031 -33.395 -12.812
rdock_05_101 -160.144 -3.243 0.296 -11.450
rdock_05_102 -277.800 -3.462 2.189 -11.508
rdock_05_103 -319.633 -4.177 2.125 -12.586
rdock_05_104 -507.042 -4.236 -32.613 -12.839
rdock_05_105 -353.091 -4.018 -31.236 -12.864
rdock_05_106 -244.032 -4.583 -2.737 -13.104
rdock_05_107 -346.230 -4.299 -26.371 -12.796
rdock_05_108 -292.520 -4.337 -35.294 -12.730
rdock_05_109 -315.678 -4.370 -22.010 -12.730
rdock_05_110 -306.044 -3.741 -21.662 -11.606
rdock_05_111 -305.584 -4.071 -24.944 -12.746
rdock_05_112 -245.012 -3.624 -2.814 -11.454
rdock_05_113 -207.779 -3.465 -10.025 -11.356
rdock_05_114 -485.177 -4.374 -24.449 -12.779
rdock_05_115 -223.598 -3.918 -0.819 -12.164
rdock_05_116 -488.983 -4.166 -39.280 -12.815
rdock_05_117 -258.586 -3.793 7.459 -11.490
rdock_05_118 -335.603 -4.040 -31.835 -12.746
rdock_05_119 -381.864 -4.320 -30.330 -12.796
rdock_05_120 -240.996 -3.792 -0.591 -11.454
rdock_05_121 -344.732 -3.375 -25.823 -11.754
rdock_05_122 -240.243 -3.737 6.142 -11.454
rdock_05_123 -283.215 -4.107 -21.907 -12.730
rdock_05_124 -357.399 -4.305 -8.215 -12.618
rdock_05_125 -260.177 -4.083 -9.001 -12.590
rdock_05_126 -325.862 -4.373 -6.343 -12.552
rdock_05_127 -232.866 -3.315 -7.693 -11.345
rdock_05_128 -307.530 -4.230 -11.377 -12.562
rdock_05_129 -535.373 -4.075 -41.206 -12.992
rdock_05_130 -508.370 -4.242 -34.451 -12.839
rdock_05_131 -201.165 -3.560 0.985 -11.454
rdock_05_132 -205.645 -3.540 -13.496 -11.407
rdock_05_133 -226.878 -3.959 -4.186 -12.582
rdock_05_134 -414.852 -3.992 -22.804 -12.842
rdock_05_135 -548.269 -3.977 -42.958 -13.032
rdock_05_136 -396.955 -3.896 -21.203 -12.393
rdock_05_137 -359.756 -4.092 -25.332 -12.796
rdock_05_138 -289.067 -3.922 -10.811 -12.090
rdock_05_139 -378.560 -3.982 -25.640 -12.864
rdock_05_140 -410.439 -4.327 -18.145 -12.721
rdock_05_141 -295.794 -3.831 -6.016 -11.577
rdock_05_142 -378.421 -4.227 -27.937 -12.796
rdock_05_143 -264.098 -4.014 -20.060 -12.826
rdock_05_144 -247.347 -3.893 -7.039 -12.092
rdock_05_145 -461.952 -4.111 -20.170 -12.785
rdock_05_146 -239.685 -4.052 -17.729 -12.687
rdock_05_147 -303.038 -4.157 -5.079 -12.598
rdock_05_148 -273.559 -3.486 -24.610 -11.652
rdock_05_149 -312.197 -3.973 1.794 -12.535
rdock_05_150 -417.014 -3.901 -24.591 -12.370
rdock_06_1 -216.841 -3.671 -4.689 -11.454
rdock_06_2 -557.342 -4.263 -35.129 -13.010
rdock_06_3 -419.628 -3.865 -38.040 -12.476
rdock_06_4 -348.358 -4.101 -29.280 -12.796
rdock_06_5 -326.353 -4.105 -20.447 -12.730
rdock_06_6 -204.933 -3.727 -18.498 -11.521
rdock_06_7 -258.170 -3.508 -14.466 -11.461
rdock_06_8 -406.165 -4.432 -18.139 -12.721
rdock_06_9 -335.409 -4.524 -3.343 -13.010
rdock_06_10 -368.084 -3.411 -30.518 -11.860
rdock_06_11 -250.103 -4.054 -8.464 -12.607
rdock_06_12 -480.081 -4.087 -31.592 -12.779
rdock_06_13 -214.430 -3.698 9.631 -11.454
rdock_06_14 -321.354 -4.242 -24.588 -12.730
rdock_06_15 -333.540 -4.062 -3.344 -12.698
rdock_06_16 -429.086 -4.191 -36.276 -12.779
rdock_06_17 -407.198 -4.247 -7.037 -12.595
rdock_06_18 -482.264 -4.398 -28.416 -12.779
rdock_06_19 -333.819 -3.964 -10.762 -12.470
rdock_06_20 -306.701 -4.348 -26.900 -12.730
rdock_06_21 -201.656 -2.995 11.281 -11.219
rdock_06_22 -311.466 -4.034 -24.037 -12.746
rdock_06_23 -281.307 -4.264 -23.825 -12.730
rdock_06_24 -363.575 -4.258 -27.576 -12.796
rdock_06_25 -271.742 -3.833 -2.245 -11.777
rdock_06_26 -327.935 -3.984 -23.848 -12.798
rdock_06_27 -518.338 -3.728 -37.840 -12.057
rdock_06_28 -344.401 -3.940 -29.080 -12.369
rdock_06_29 -521.206 -4.035 -35.034 -12.932
rdock_06_30 -304.760 -3.829 -31.127 -11.784
rdock_06_31 -382.887 -4.103 -44.721 -12.777
rdock_06_32 -374.796 -3.892 -34.922 -12.412
rdock_06_33 -269.612 -3.447 9.053 -11.508
rdock_06_34 -312.201 -4.301 -23.243 -12.730
rdock_06_35 -313.293 -4.022 -22.093 -12.763
rdock_06_36 -418.643 -4.495 -21.780 -12.906
rdock_06_37 -486.678 -3.948 -33.761 -12.670
rdock_06_38 -373.055 -4.223 -28.827 -12.796
rdock_06_39 -544.738 -4.060 -31.409 -12.932
rdock_06_40 -405.918 -3.579 -26.287 -11.807
rdock_06_41 -517.778 -4.310 -25.951 -12.884
rdock_06_42 -384.523 -4.200 -32.789 -12.796
rdock_06_43 -391.896 -4.121 -17.138 -12.744
rdock_06_44 -453.968 -4.016 -28.731 -12.853
rdock_06_45 -331.331 -4.316 -28.672 -12.730
rdock_06_46 -550.867 -4.350 -32.824 -13.010
rdock_06_47 -261.209 -3.927 -25.622 -12.312
rdock_06_48 -215.544 -3.496 -6.507 -11.345
rdock_06_49 -488.285 -4.307 -20.821 -12.754
rdock_06_50 -393.247 -3.909 -37.223 -12.393
rdock_06_51 -577.535 -4.116 -38.228 -13.198
rdock_06_52 -313.114 -3.969 -6.282 -12.460
rdock_06_53 -447.849 -4.334 -17.904 -12.733
rdock_06_54 -298.297 -4.468 -32.862 -12.785
rdock_06_55 -538.574 -3.985 -30.526 -12.984
rdock_06_56 -527.632 -4.072 -38.747 -12.932
rdock_06_57 -394.617 -4.076 -24.070 -12.812
rdock_06_58 -183.131 -3.848 -13.995 -12.008
rdock_06_59 -466.796 -3.768 -35.716 -11.830
rdock_06_60 -345.323 -3.816 -27.684 -11.652
rdock_06_61 -350.168 -4.248 -18.647 -12.777
rdock_06_62 -269.891 -3.546 -13.986 -11.442
rdock_06_63 -391.766 -4.202 -31.648 -12.796
rdock_06_64 -464.778 -3.558 -19.976 -11.818
rdock_06_65 -370.989 -3.789 -26.616 -11.841
rdock_06_66 -257.718 -3.622 -9.113 -11.373
rdock_06_67 -356.933 -4.190 -35.943 -12.796
rdock_06_68 -445.144 -3.780 -28.455 -11.850
rdock_06_69 -283.749 -3.964 -30.438 -12.621
rdock_06_70 -361.093 -4.069 -26.043 -12.812
rdock_06_71 -198.224 -3.872 8.569 -12.270
rdock_06_72 -390.501 -4.142 -38.647 -12.796
rdock_06_73 -322.422 -4.450 -13.216 -12.562
rdock_06_74 -180.643 -3.312 -13.365 -11.426
rdock_06_75 -522.043 -4.248 -27.465 -12.916
rdock_06_76 -335.151 -4.402 -17.968 -12.678
rdock_06_77 -347.951 -3.685 -27.892 -11.747
rdock_06_78 -406.810 -4.303 -19.092 -12.754
rdock_06_79 -390.969 -4.330 -29.891 -12.796
rdock_06_80 -362.225 -3.927 -30.737 -12.393
rdock_06_81 -231.883 -3.802 -7.174 -11.327
rdock_06_82 -376.815 -4.117 -6.869 -12.618
rdock_06_83 -289.437 -4.206 -14.263 -12.594
rdock_06_84 -295.530 -3.625 -0.625 -11.462
rdock_06_85 -360.928 -4.254 -13.954 -12.660
rdock_06_86 -237.132 -4.346 -18.085 -12.671
rdock_06_87 -386.399 -4.002 -19.177 -12.845
rdock_06_88 -229.272 -3.435 -2.342 -11.473
rdock_06_89 -358.427 -3.947 -26.327 -12.687
rdock_06_90 -274.940 -3.724 -3.315 -11.490
rdock_06_91 -226.951 -3.857 -16.621 -12.363
rdock_06_92 -354.978 -3.869 -21.339 -12.498
rdock_06_93 -236.543 -3.910 -13.659 -12.115
rdock_06_94 -320.743 -4.310 -17.407 -12.678
rdock_06_95 -340.765 -3.947 -18.540 -12.602
rdock_06_96 -275.150 -4.114 10.271 -12.614
rdock_06_97 -293.536 -4.154 -9.177 -12.562
rdock_06_98 -351.393 -4.073 -13.667 -12.676
rdock_06_99 -538.602 -4.040 -29.968 -12.932
rdock_06_100 -358.927 -3.983 -9.809 -12.697
rdock_06_101 -288.547 -4.236 3.209 -12.586
rdock_06_102 -276.533 -3.939 -24.919 -12.331
rdock_06_103 -315.411 -4.214 -31.404 -12.730
rdock_06_104 -292.264 -3.713 -20.556 -11.606
rdock_06_105 -456.523 -4.247 -33.384 -12.785
rdock_06_106 -287.080 -4.031 -12.104 -12.579
rdock_06_107 -419.059 -4.190 -17.159 -12.721
rdock_06_108 -391.368 -4.223 -19.079 -12.777
rdock_06_109 -283.567 -4.167 -15.465 -12.678
rdock_06_110 -353.238 -4.205 -28.239 -12.796
rdock_06_111 -306.392 -4.190 6.208 -12.586
rdock_06_112 -368.253 -4.164 -34.163 -12.796
rdock_06_113 -386.345 -3.964 -24.908 -12.687
rdock_06_114 -332.633 -3.955 -27.869 -12.621
rdock_06_115 -264.119 -4.288 -16.364 -12.706
rdock_06_116 -364.447 -4.187 -30.556 -12.796
rdock_06_117 -203.620 -4.538 0.975 -13.062
rdock_06_118 -232.614 -3.887 0.821 -12.184
rdock_06_119 -344.899 -3.996 -30.141 -12.864
rdock_06_120 -205.463 -3.614 -8.248 -11.327
rdock_06_121 -293.591 -4.088 -20.675 -12.730
rdock_06_122 -326.891 -4.239 -27.365 -12.730
rdock_06_123 -274.133 -3.989 -34.824 -12.826
rdock_06_124 -476.200 -3.444 -45.072 -11.804
rdock_06_125 -548.148 -3.853 -40.242 -12.570
rdock_06_126 -296.546 -4.182 -21.754 -12.730
rdock_06_127 -183.210 -4.429 -13.249 -12.587
rdock_06_128 -378.130 -4.146 -39.308 -12.856
rdock_06_129 -392.895 -3.816 -16.283 -11.657
rdock_06_130 -514.173 -3.902 -33.054 -12.436
rdock_06_131 -243.392 -3.779 -13.889 -11.407
rdock_06_132 -325.054 -4.289 -29.537 -12.730
rdock_06_133 -486.495 -4.273 -21.645 -12.779
rdock_06_134 -304.670 -4.105 -21.818 -12.730
rdock_06_135 -290.885 -4.216 -30.169 -12.730
rdock_06_136 -287.904 -3.807 -35.994 -11.618
rdock_06_137 -411.270 -4.230 -41.368 -12.834
rdock_06_138 -454.760 -3.826 -27.885 -11.736
rdock_06_139 -350.704 -4.027 -40.636 -12.873
rdock_06_140 -291.462 -4.050 -12.682 -12.579
rdock_06_141 -368.710 -4.170 -24.698 -12.796
rdock_06_142 -427.353 -4.241 -29.530 -12.779
rdock_06_143 -246.159 -4.247 -14.778 -12.587
rdock_06_144 -525.113 -4.442 -37.154 -12.916
rdock_06_145 -236.308 -3.973 -9.104 -12.504
rdock_06_146 -575.630 -4.246 -34.964 -13.198
rdock_06_147 -347.343 -4.150 -23.762 -12.796
rdock_06_148 -364.401 -4.519 -20.958 -13.124
rdock_06_149 -347.092 -3.817 -33.605 -11.652
rdock_06_150 -307.376 -4.381 -20.922 -12.730
rdock_07_1 -297.670 -3.773 -3.689 -11.462
rdock_07_2 -424.078 -3.995 -12.215 -12.641
rdock_07_3 -224.339 -3.238 -15.065 -11.403
rdock_07_4 -260.759 -3.916 -15.793 -12.234
rdock_07_5 -225.746 -3.991 -8.427 -12.613
rdock_07_6 -137.313 -3.336 -16.283 -11.539
rdock_07_7 -347.266 -4.141 -21.696 -12.796
rdock_07_8 -229.940 -3.920 -18.564 -12.199
rdock_07_9 -411.836 -4.237 -24.465 -12.773
rdock_07_10 -223.941 -3.840 -18.130 -11.958
rdock_07_11 -307.717 -3.470 -43.258 -11.521
rdock_07_12 -242.884 -3.937 -15.129 -12.134
rdock_07_13 -205.850 -3.512 -13.390 -11.426
rdock_07_14 -340.722 -4.113 -20.604 -12.730
rdock_07_15 -179.171 -3.540 -3.271 -11.454
rdock_07_16 -187.572 -3.725 -16.059 -11.521
rdock_07_17 -177.368 -3.646 -3.747 -11.454
rdock_07_18 -305.183 -4.174 -13.163 -12.562
rdock_07_19 -440.112 -4.206 -28.857 -12.779
rdock_07_20 -373.401 -4.008 -25.331 -12.864
rdock_07_21 -343.886 -4.276 -28.488 -12.730
rdock_07_22 -395.491 -3.896 -32.356 -12.393
rdock_07_23 -321.529 -3.994 -22.956 -12.798
rdock_07_24 -303.238 -4.471 -32.474 -12.785
rdock_07_25 -306.362 -4.320 -17.660 -12.678
rdock_07_26 -224.408 -3.816 -10.584 -11.243
rdock_07_27 -429.360 -4.295 -25.558 -12.779
rdock_07_28 -422.420 -4.016 -48.714 -12.877
rdock_07_29 -230.457 -3.569 -13.356 -11.407
rdock_07_30 -323.943 -4.077 -18.449 -12.727
rdock_07_31 -265.283 -3.990 -16.056 -12.774
rdock_07_32 -458.630 -3.997 -36.159 -12.853
rdock_07_33 -220.698 -3.991 4.172 -12.647
rdock_07_34 -336.267 -4.076 -14.138 -12.611
rdock_07_35 -381.082 -4.249 -5.725 -12.664
rdock_07_36 -564.159 -4.123 -37.780 -13.067
rdock_07_37 -182.782 -3.334 -11.125 -11.367
rdock_07_38 -365.134 -4.243 -20.775 -12.796
rdock_07_39 -194.289 -3.720 -6.490 -11.327
rdock_07_40 -316.079 -3.828 -31.231 -11.784
rdock_07_41 -186.452 -3.851 -9.003 -12.024
rdock_07_42 -504.646 -4.011 -30.988 -12.848
rdock_07_43 -219.808 -3.911 1.110 -12.164
rdock_07_44 -252.626 -4.097 -13.965 -12.622
rdock_07_45 -304.848 -4.120 -22.114 -12.730
rdock_07_46 -359.343 -4.125 -14.191 -12.660
rdock_07_47 -251.106 -4.475 -12.336 -12.645
rdock_07_48 -302.129 -3.934 -28.594 -12.303
rdock_07_49 -225.904 -3.643 2.011 -11.454
rdock_07_50 -350.552 -4.491 -20.676 -12.929
rdock_07_51 -353.350 -4.080 -11.245 -12.628
rdock_07_52 -239.548 -4.124 -26.198 -12.723
rdock_07_53 -250.408 -3.830 -11.883 -11.550
rdock_07_54 -597.748 -4.063 -34.974 -13.204
rdock_07_55 -216.999 -3.899 -5.854 -12.119
rdock_07_56 -331.594 -3.751 -36.949 -11.594
rdock_07_57 -228.973 -4.021 -10.463 -12.589
rdock_07_58 -275.891 -3.773 -12.254 -11.384
rdock_07_59 -401.593 -3.806 -32.059 -11.841
rdock_07_60 -207.941 -3.766 -10.586 -11.337
rdock_07_61 -310.183 -4.069 -43.066 -12.728
rdock_07_62 -261.838 -3.945 -1.557 -12.617
rdock_07_63 -193.375 -3.404 12.052 -11.473
rdock_07_64 -331.297 -4.005 -42.431 -12.817
rdock_07_65 -302.012 -4.030 -16.835 -12.695
rdock_07_66 -303.509 -3.677 -8.364 -11.334
rdock_07_67 -302.176 -3.706 -33.735 -11.618
rdock_07_68 -385.386 -4.036 -18.554 -12.793
rdock_07_69 -192.277 -3.006 -13.216 -11.205
rdock_07_70 -436.406 -4.239 -26.085 -12.779
rdock_07_71 -362.648 -3.978 -26.982 -12.864
rdock_07_72 -296.963 -4.102 -21.560 -12.730
rdock_07_73 -177.456 -3.368 -8.099 -11.345
rdock_07_74 -310.403 -3.846 -13.019 -11.983
rdock_07_75 -278.207 -3.630 -6.797 -11.334
rdock_07_76 -472.552 -4.205 -31.557 -12.779
rdock_07_77 -250.850 -3.169 -8.137 -11.358
rdock_07_78 -259.665 -3.916 -30.146 -12.312
rdock_07_79 -274.640 -4.028 -24.126 -12.774
rdock_07_80 -364.023 -4.295 -8.791 -12.628
rdock_07_81 -278.750 -3.767 -5.813 -11.380
rdock_07_82 -237.555 -3.700 -24.136 -11.599
rdock_07_83 -271.021 -4.138 -24.155 -12.758
rdock_07_84 -169.806 -3.441 -3.882 -11.473
rdock_07_85 -184.931 -3.513 -1.552 -11.473
rdock_07_86 -457.756 -4.081 -34.577 -12.785
rdock_07_87 -235.063 -3.713 -6.594 -11.327
rdock_07_88 -384.191 -3.940 -18.341 -12.334
rdock_07_89 -191.481 -3.703 -1.216 -11.454
rdock_07_90 -152.469 -3.256 -5.071 -11.369
rdock_07_91 -381.485 -4.021 -30.658 -12.829
rdock_07_92 -255.276 -4.034 -10.223 -12.607
rdock_07_93 -294.717 -3.845 -16.360 -11.965
rdock_07_94 -227.917 -3.826 -2.451 -11.360
rdock_07_95 -188.080 -3.834 -7.432 -11.750
rdock_07_96 -270.893 -3.889 -12.508 -12.138
rdock_07_97 -153.985 -3.856 -14.185 -12.159
rdock_07_98 -236.940 -3.839 -17.727 -11.958
rdock_07_99 -352.218 -3.986 -20.912 -12.864
rdock_07_100 -313.134 -3.796 -8.776 -11.345
rdock_07_101 -333.732 -3.918 -7.265 -12.080
rdock_07_102 -213.733 -3.929 1.308 -12.164
rdock_07_103 -395.752 -4.065 -32.503 -12.812
rdock_07_104 -310.217 -4.394 -23.641 -12.730
rdock_07_105 -346.613 -4.006 -27.675 -12.864
rdock_07_106 -329.636 -3.706 -14.672 -11.414
rdock_07_107 -374.116 -4.145 -33.828 -12.796
rdock_07_108 -280.644 -3.997 5.485 -12.655
rdock_07_109 -286.761 -3.830 -4.946 -11.546
rdock_07_110 -389.737 -3.851 -30.447 -12.375
rdock_07_111 -409.724 -3.910 -22.546 -12.370
rdock_07_112 -238.506 -4.008 -3.817 -12.743
rdock_07_113 -185.298 -3.311 -16.360 -11.539
rdock_07_114 -123.964 -3.024 -2.061 -11.321
rdock_07_115 -211.808 -3.447 -20.278 -11.617
rdock_07_116 -188.123 -3.669 -9.085 -11.337
rdock_07_117 -285.534 -3.864 -21.443 -12.448
rdock_07_118 -275.537 -4.061 -28.124 -12.774
rdock_07_119 -404.052 -4.103 -31.396 -12.773
rdock_07_120 -291.977 -3.589 -20.277 -11.606
rdock_07_121 -347.235 -4.057 -24.296 -12.812
rdock_07_122 -370.818 -4.093 -14.676 -12.660
rdock_07_123 -177.834 -3.811 0.811 -11.454
rdock_07_124 -493.045 -4.065 -17.630 -12.719
rdock_07_125 -311.152 -3.686 6.343 -11.462
rdock_07_126 -401.942 -3.694 -21.996 -11.829
rdock_07_127 -395.303 -4.129 -18.773 -12.777
rdock_07_128 -299.521 -4.081 -22.759 -12.730
rdock_07_129 -337.353 -3.907 -4.692 -12.207
rdock_07_130 -307.484 -4.029 -3.714 -12.698
rdock_07_131 -328.213 -3.810 -22.930 -11.606
rdock_07_132 -307.407 -3.359 -22.415 -11.624
rdock_07_133 -295.190 -3.945 -4.038 -12.589
rdock_07_134 -364.001 -4.251 -8.813 -12.628
rdock_07_135 -230.712 -3.648 -7.462 -11.327
rdock_07_136 -443.235 -4.103 -33.945 -12.804
rdock_07_137 -443.384 -3.967 -17.569 -12.660
rdock_07_138 -265.311 -4.021 2.427 -12.647
rdock_07_139 -434.144 -4.046 -19.009 -12.776
rdock_07_140 -305.072 -4.250 -3.582 -12.681
rdock_07_141 -197.002 -3.129 1.274 -11.377
rdock_07_142 -415.287 -3.986 -40.017 -12.902
rdock_07_143 -234.904 -4.003 -26.590 -12.791
rdock_07_144 -328.570 -4.435 -33.958 -12.730
rdock_07_145 -293.909 -4.069 -14.699 -12.611
rdock_07_146 -239.873 -4.047 -25.944 -12.739
rdock_07_147 -334.096 -3.720 -35.279 -11.618
rdock_07_148 -261.669 -3.712 -4.611 -11.490
rdock_07_149 -304.388 -4.175 -35.214 -12.730
rdock_07_150 -368.041 -4.090 -13.745 -12.660
rdock_08_1 -351.554 -4.041 -26.817 -12.812
rdock_08_2 -304.693 -4.008 -11.703 -12.631
rdock_08_3 -176.534 -3.690 -5.099 -11.373
rdock_08_4 -334.338 -4.333 -33.758 -12.730
rdock_08_5 -303.403 -4.197 -3.437 -12.681
rdock_08_6 -316.499 -4.074 -31.537 -12.746
rdock_08_7 -409.357 -3.814 -28.793 -11.819
rdock_08_8 -563.712 -3.737 -39.908 -12.244
rdock_08_9 -191.946 -3.354 -13.050 -11.367
rdock_08_10 -268.760 -3.727 -16.686 -11.556
rdock_08_11 -324.653 -3.831 -18.346 -11.699
rdock_08_12 -248.278 -3.783 -12.165 -11.349
rdock_08_13 -272.301 -4.053 -25.109 -12.774
rdock_08_14 -328.646 -4.010 -23.287 -12.798
rdock_08_15 -217.353 -3.794 -3.630 -11.454
rdock_08_16 -371.159 -4.234 -33.535 -12.796
rdock_08_17 -319.109 -4.239 -22.551 -12.730
rdock_08_18 -367.250 -4.117 -11.434 -12.628
rdock_08_19 -224.187 -3.814 11.968 -11.454
rdock_08_20 -360.484 -3.563 -34.652 -11.841
rdock_08_21 -359.607 -3.978 -18.541 -12.845
rdock_08_22 -216.465 -3.891 -4.455 -12.220
rdock_08_23 -311.302 -4.043 -29.139 -12.746
rdock_08_24 -273.847 -3.977 -25.272 -12.840
rdock_08_25 -368.661 -4.150 -45.512 -12.806
rdock_08_26 -491.003 -4.229 -25.731 -12.754
rdock_08_27 -468.771 -3.981 -29.684 -12.847
rdock_08_28 -340.922 -3.536 -33.365 -11.618
rdock_08_29 -358.669 -4.151 -16.467 -12.744
rdock_08_30 -240.930 -3.850 0.886 -12.045
rdock_08_31 -166.934 -2.966 6.432 -11.219
rdock_08_32 -291.730 -4.076 -18.894 -12.727
rdock_08_33 -246.077 -3.758 -18.069 -11.521
rdock_08_34 -326.141 -3.720 -27.938 -11.618
rdock_08_35 -368.968 -4.200 -8.517 -12.628
rdock_08_36 -248.689 -3.815 -21.331 -11.504
rdock_08_37 -366.963 -4.137 -35.032 -12.796
rdock_08_38 -265.198 -4.300 -18.695 -12.739
