################################################
##                   SPRank                   ##
################################################
in_rec:          3D2X-A-85-D2X/amber/rec.amber.mol2
in_cpd:          3D2X-A-85-D2X/amber/lig_charged.amber.mol2
in_poses:        3D2X-A-85-D2X/pose/pose.mol2
stats:           0
verbose:         0
Load receptor: default_name from 3D2X-A-85-D2X/amber/rec.amber.mol2
--> heavy atom num: 1652
Load compound: MOL from 3D2X-A-85-D2X/amber/lig_charged.amber.mol2
--> heavy atom num: 26
************************************************
*                PARAMETER INFO                *
************************************************
T: 25
rt_to_kcal_per_mol: 0.593
gamma_SASA: 0.0054
r_water: 1.4
pairwise_dis_upper_bound: 10
pairwise_bin_size: 0.5
pairwise_bin_num: 20
pairwise_potentials_map.size(): 348
sasa_points.size(): 8
************************************************
vina_02_283 -374.157 -4.433 -20.973
vina_02_284 -295.606 -3.580 -10.093
vina_02_285 -221.527 -3.879 7.582
vina_02_286 -228.989 -3.987 2.059
vina_02_287 -338.714 -4.204 -3.566
vina_02_288 -288.272 -3.789 -5.169
vina_02_289 -338.105 -3.929 -21.259
vina_02_290 -376.036 -3.928 -30.435
vina_02_291 -178.765 -3.975 -7.343
vina_02_292 -247.675 -3.711 2.983
vina_02_293 -231.728 -4.152 -4.678
vina_02_294 -320.355 -4.406 -30.179
vina_02_295 -349.013 -3.907 -32.705
vina_02_296 -260.788 -4.005 -1.442
vina_02_297 -386.609 -4.027 -31.782
vina_02_298 -311.233 -3.855 -21.109
vina_02_299 -399.923 -4.084 -6.456
vina_02_300 -359.587 -4.196 -31.816
vina_02_301 -521.299 -4.200 -30.105
vina_02_302 -321.911 -3.959 -17.171
vina_02_303 -200.850 -3.873 2.580
vina_02_304 -306.344 -4.038 -27.129
vina_02_305 -309.067 -4.326 9.465
vina_02_306 -356.076 -3.823 -28.116
vina_02_307 -274.188 -4.323 -2.860
vina_02_308 -264.783 -3.874 9.869
vina_02_309 -238.346 -4.245 -5.118
vina_02_310 -237.170 -3.603 9.546
vina_02_311 -225.701 -4.054 -5.307
vina_02_312 -278.062 -4.081 4.711
vina_02_313 -267.282 -4.136 -21.765
vina_02_314 -349.716 -4.113 -19.980
vina_02_315 -269.105 -4.207 -4.179
vina_02_316 -208.976 -4.225 -6.494
vina_02_317 -270.210 -4.060 -17.653
vina_02_318 -226.633 -3.947 12.002
vina_02_319 -190.404 -4.084 -2.447
vina_02_320 -336.520 -4.126 -38.083
vina_02_321 -276.306 -3.972 -10.834
vina_02_322 -335.186 -3.685 -11.026
vina_02_323 -273.262 -4.094 -6.961
vina_02_324 -375.876 -4.051 -23.029
vina_02_325 -272.268 -3.883 -0.731
vina_02_326 -326.410 -4.202 -11.717
vina_02_327 -409.767 -3.934 1.391
vina_02_328 -295.617 -3.856 -11.741
vina_02_329 -349.204 -4.152 -28.268
vina_02_330 -256.567 -4.083 -3.409
vina_02_331 -280.876 -3.803 -6.649
vina_02_332 -239.503 -4.132 7.975
vina_02_333 -236.394 -3.819 -25.272
vina_02_334 -402.924 -4.112 -40.055
vina_02_335 -223.129 -4.155 -0.308
vina_02_336 -218.381 -3.900 -14.620
vina_02_337 -278.395 -3.681 -4.510
vina_02_338 -310.248 -4.106 -23.175
vina_02_339 -298.863 -4.297 2.615
vina_02_340 -323.652 -4.096 -18.443
vina_02_341 -332.924 -4.052 -23.726
vina_02_342 -315.093 -3.687 -14.199
vina_02_343 -360.131 -4.122 -25.488
vina_02_344 -229.917 -4.206 -21.966
vina_02_345 -192.593 -3.797 -3.778
vina_02_346 -232.177 -3.485 -11.265
vina_02_347 -294.885 -3.957 -18.728
vina_02_348 -250.417 -4.317 -4.815
vina_02_349 -230.222 -3.741 5.332
vina_02_350 -344.609 -4.028 -19.334
vina_02_351 -305.421 -3.950 -27.715
vina_02_352 -205.123 -3.825 4.656
vina_02_353 -346.147 -4.036 -24.491
vina_02_354 -240.694 -3.922 6.391
vina_02_355 -204.018 -3.802 0.361
vina_02_356 -392.551 -4.123 -43.498
vina_02_357 -264.624 -3.943 10.127
vina_02_358 -197.710 -3.895 6.212
vina_02_359 -259.773 -4.087 -3.150
vina_02_360 -259.523 -3.860 -13.916
vina_02_361 -340.713 -4.126 -28.867
vina_02_362 -215.963 -3.771 2.276
vina_02_363 -223.457 -3.845 2.875
vina_02_364 -327.922 -3.957 -19.120
vina_02_365 -324.466 -4.253 -18.537
vina_02_366 -263.250 -4.035 0.878
vina_02_367 -228.249 -3.787 -11.572
vina_02_368 -216.737 -3.969 -6.054
vina_02_369 -230.124 -3.895 -15.059
vina_02_370 -265.139 -3.934 -7.995
vina_02_371 -339.137 -3.890 -20.795
vina_02_372 -298.600 -3.989 2.427
vina_02_373 -253.258 -3.883 3.710
vina_02_374 -290.517 -4.356 -30.429
vina_02_375 -213.653 -3.756 3.904
vina_02_376 -348.294 -3.849 -30.072
vina_02_377 -286.134 -3.757 -23.925
vina_02_378 -347.430 -4.188 -28.179
vina_02_379 -256.964 -3.867 -5.746
vina_02_380 -317.575 -3.873 -25.088
vina_02_381 -338.991 -3.990 -13.712
vina_02_382 -267.477 -3.741 -18.082
vina_02_383 -202.622 -3.836 -13.878
vina_02_384 -264.114 -4.028 -10.291
vina_02_385 -189.636 -3.738 -7.563
vina_02_386 -285.257 -3.987 -9.913
vina_02_387 -253.454 -3.771 -14.407
vina_02_388 -359.185 -3.897 -19.044
vina_02_389 -266.637 -4.136 5.307
vina_02_390 -217.199 -3.922 -7.087
vina_02_391 -268.358 -3.918 6.863
vina_02_392 -269.054 -4.325 -18.554
vina_02_393 -225.800 -4.047 -8.013
vina_02_394 -255.314 -4.031 -1.388
vina_02_395 -367.686 -3.849 -34.130
vina_02_396 -214.484 -3.816 -5.830
vina_02_397 -300.300 -4.322 -2.317
vina_02_398 -348.469 -3.887 -20.781
vina_02_399 -348.778 -4.069 -28.620
vina_02_400 -302.574 -4.065 -7.927
vina_02_401 -583.899 -4.010 -42.107
vina_02_402 -246.985 -3.691 -1.068
vina_02_403 -220.398 -3.802 6.514
vina_02_404 -218.484 -3.551 5.514
vina_02_405 -296.613 -4.130 -19.214
vina_02_406 -237.518 -4.091 -12.032
vina_02_407 -351.814 -3.791 -18.061
vina_02_408 -231.963 -3.868 -3.342
vina_02_409 -537.541 -3.936 -37.485
vina_02_410 -210.677 -3.984 -11.334
vina_02_411 -246.481 -4.117 -4.685
vina_02_412 -312.985 -4.075 10.047
vina_02_413 -254.365 -4.107 2.304
vina_02_414 -322.520 -4.147 -34.357
vina_02_415 -268.873 -4.453 -9.801
vina_02_416 -238.145 -4.116 1.180
vina_02_417 -313.912 -4.071 -26.034
vina_02_418 -581.527 -4.034 -44.942
vina_02_419 -251.928 -3.696 1.002
vina_02_420 -354.841 -3.957 -21.025
vina_02_421 -191.582 -3.751 3.495
vina_02_422 -338.742 -4.120 -20.255
vina_02_423 -292.571 -4.295 -7.357
vina_02_424 -342.640 -3.880 -7.344
vina_02_425 -281.725 -4.024 -21.532
vina_02_426 -304.363 -3.859 -10.711
vina_02_427 -314.480 -3.991 1.018
vina_02_428 -246.510 -3.829 7.059
vina_02_429 -253.226 -3.982 4.980
vina_02_430 -195.450 -3.872 -2.016
vina_02_431 -265.609 -3.918 -20.276
vina_02_432 -212.527 -3.879 -1.800
vina_02_433 -136.025 -3.866 0.561
vina_02_434 -364.929 -3.943 -24.907
vina_02_435 -244.777 -4.087 4.478
vina_02_436 -276.068 -3.703 4.335
vina_02_437 -200.676 -4.046 -6.349
vina_02_438 -232.963 -3.713 -23.753
vina_02_439 -309.914 -4.081 -26.314
vina_02_440 -235.670 -4.024 -8.785
vina_02_441 -259.955 -4.113 -18.808
vina_02_442 -404.829 -3.929 -37.141
vina_02_443 -233.442 -3.841 -25.167
vina_02_444 -266.433 -3.951 -22.055
vina_02_445 -254.836 -3.667 5.272
vina_02_446 -304.669 -4.004 -3.098
vina_02_447 -261.916 -3.994 -4.674
vina_02_448 -219.688 -3.704 3.049
vina_02_449 -268.198 -3.952 -10.425
vina_02_450 -227.613 -3.859 6.686
vina_02_451 -253.823 -3.722 13.147
vina_02_452 -338.795 -3.760 -29.833
vina_02_453 -152.052 -4.096 -4.750
vina_02_454 -261.586 -4.066 -8.939
vina_02_455 -251.831 -4.021 -10.263
vina_02_456 -305.467 -3.671 -9.390
vina_02_457 -245.313 -3.956 4.324
vina_02_458 -314.493 -4.063 -14.698
vina_02_459 -277.597 -4.053 -16.298
vina_02_460 -180.811 -3.746 0.834
vina_02_461 -261.220 -3.659 -8.819
vina_02_462 -239.558 -3.956 -8.939
vina_02_463 -312.357 -4.145 -22.855
vina_02_464 -232.766 -3.912 -13.971
vina_02_465 -252.065 -3.847 4.090
vina_02_466 -217.443 -3.871 -7.128
vina_02_467 -260.237 -3.860 -11.946
vina_02_468 -191.800 -3.882 2.473
vina_02_469 -241.519 -3.875 7.060
vina_02_470 -326.529 -3.882 -12.839
vina_02_471 -241.523 -3.804 2.531
vina_02_472 -301.245 -3.805 -3.223
vina_02_473 -332.345 -4.263 1.834
vina_02_474 -289.660 -3.880 -1.599
vina_02_475 -249.008 -3.786 -2.430
vina_02_476 -361.893 -4.109 -36.692
vina_02_477 -355.748 -4.089 -6.685
vina_02_478 -264.777 -3.649 -3.403
vina_02_479 -210.214 -3.596 5.996
vina_02_480 -255.539 -3.615 8.411
vina_02_481 -372.138 -4.134 -21.560
vina_02_482 -253.450 -3.768 -24.842
vina_02_483 -317.776 -3.942 -32.901
vina_02_484 -307.323 -3.938 -31.922
vina_02_485 -286.127 -3.634 -21.797
vina_02_486 -332.021 -3.838 -32.113
vina_02_487 -356.327 -3.943 -25.867
vina_02_488 -319.167 -4.192 -20.499
vina_02_489 -337.720 -4.262 -26.563
vina_02_490 -333.758 -3.851 -26.846
vina_02_491 -177.767 -3.274 -7.727
vina_02_492 -176.656 -3.782 5.908
vina_02_493 -214.911 -4.069 -1.630
vina_02_494 -309.918 -4.347 -25.750
vina_02_495 -276.629 -3.519 -9.237
vina_02_496 -268.715 -3.762 -10.099
vina_02_497 -322.722 -4.144 -25.076
vina_02_498 -209.219 -3.754 -15.582
vina_02_499 -231.632 -3.715 -4.354
vina_03_1 -521.052 -4.315 -44.776
vina_03_2 -554.935 -4.149 -40.512
vina_03_3 -606.058 -4.268 -44.111
vina_03_4 -483.281 -4.169 -38.535
vina_03_5 -571.624 -4.284 -51.360
vina_03_6 -474.436 -4.231 -32.979
vina_03_8 -544.383 -4.345 -44.667
vina_03_9 -323.833 -4.278 -25.667
vina_03_10 -428.129 -4.037 -21.252
vina_03_12 -321.746 -4.231 -26.265
vina_03_13 -325.116 -4.329 -19.335
vina_03_14 -387.520 -4.290 -22.655
vina_03_15 -521.388 -4.146 -35.763
vina_03_17 -580.267 -4.165 -42.611
vina_03_18 -523.586 -3.975 -46.942
vina_03_19 -532.586 -4.245 -44.541
vina_03_20 -360.593 -4.454 -37.693
vina_03_21 -385.363 -4.166 -15.749
vina_03_22 -361.994 -4.254 -9.492
vina_03_23 -315.281 -4.448 -29.887
vina_03_24 -316.397 -4.347 -21.685
vina_03_25 -402.082 -4.171 -17.703
vina_03_26 -305.690 -4.256 -8.070
vina_03_27 -369.744 -4.090 -13.489
vina_03_28 -379.483 -4.420 -16.364
vina_03_29 -503.649 -4.284 -32.640
vina_03_30 -285.587 -3.979 -21.872
vina_03_31 -287.749 -4.418 -28.481
vina_03_32 -279.927 -3.965 -11.392
vina_03_33 -307.427 -4.200 -15.053
vina_03_34 -472.585 -4.229 -23.174
vina_03_35 -399.343 -4.300 -12.293
vina_03_36 -333.243 -4.130 -16.573
vina_03_37 -524.246 -4.110 -39.146
vina_03_38 -438.151 -4.174 -22.066
vina_03_39 -514.699 -4.363 -36.841
vina_03_40 -338.720 -4.341 -22.089
vina_03_41 -358.019 -4.409 -15.312
vina_03_42 -384.656 -3.645 -26.217
vina_03_43 -315.944 -4.301 -20.391
vina_03_44 -350.996 -4.209 -25.692
vina_03_45 -367.285 -4.078 -28.449
vina_03_46 -338.493 -4.124 -25.052
vina_03_47 -385.634 -4.370 -15.809
vina_03_48 -355.675 -3.914 -15.965
vina_03_49 -365.183 -3.872 -37.291
vina_03_50 -288.943 -4.050 0.764
vina_03_51 -291.078 -4.211 -2.170
vina_03_53 -299.792 -4.455 -28.535
vina_03_54 -567.049 -3.919 -44.906
vina_03_55 -336.026 -3.879 -36.770
vina_03_56 -275.301 -3.902 -22.537
vina_03_57 -324.698 -3.959 2.043
vina_03_58 -344.934 -4.040 -10.167
vina_03_59 -325.846 -4.167 -30.809
vina_03_60 -358.270 -4.065 -31.420
vina_03_61 -365.506 -3.813 -31.197
vina_03_62 -365.641 -3.911 -30.328
vina_03_63 -462.854 -4.360 -24.379
vina_03_64 -334.856 -3.880 -27.036
vina_03_65 -370.655 -4.265 -27.895
vina_03_66 -328.510 -4.461 -30.150
vina_03_67 -292.267 -4.027 -17.871
vina_03_68 -309.014 -4.075 -6.558
vina_03_69 -440.579 -4.425 -17.061
vina_03_70 -372.144 -4.157 -14.436
vina_03_71 -419.215 -4.537 -10.949
vina_03_72 -328.721 -3.923 -25.828
vina_03_73 -528.222 -3.887 -42.491
vina_03_74 -226.890 -3.883 -4.834
vina_03_75 -294.642 -4.093 -14.952
vina_03_76 -328.201 -3.874 -24.662
vina_03_77 -276.033 -4.285 -25.374
vina_03_78 -326.136 -4.186 4.204
vina_03_79 -239.787 -3.928 -10.441
vina_03_80 -363.221 -4.247 -25.612
vina_03_81 -338.755 -4.356 -23.484
vina_03_82 -415.559 -3.842 -23.729
vina_03_83 -241.154 -4.121 -14.115
vina_03_84 -329.900 -4.121 -18.929
vina_03_85 -392.708 -3.894 -23.231
vina_03_86 -309.738 -4.226 -15.427
vina_03_87 -383.083 -4.242 -24.493
vina_03_88 -294.352 -3.949 -10.339
vina_03_89 -325.338 -3.925 -24.697
vina_03_90 -210.264 -4.006 0.438
vina_03_91 -301.512 -4.156 0.507
vina_03_92 -287.609 -3.875 -12.857
vina_03_93 -369.238 -3.951 -35.437
vina_03_94 -268.318 -4.003 -3.959
vina_03_95 -222.005 -4.094 -25.806
vina_03_96 -357.983 -3.830 -20.577
vina_03_97 -339.613 -4.262 -22.420
vina_03_98 -336.159 -4.340 -3.033
vina_03_99 -324.772 -3.616 -23.604
vina_03_100 -268.508 -3.865 -9.987
vina_03_101 -309.897 -4.074 -16.846
vina_03_102 -351.237 -4.074 -25.507
vina_03_103 -296.313 -4.016 -33.084
vina_03_105 -307.825 -4.067 -10.807
vina_03_106 -374.637 -4.162 -27.782
vina_03_107 -291.948 -4.461 -28.342
vina_03_108 -343.542 -3.908 -40.182
vina_03_109 -282.609 -4.382 0.871
vina_03_110 -361.246 -3.901 -22.433
vina_03_111 -290.955 -3.988 5.374
vina_03_112 -324.277 -4.342 -4.823
vina_03_113 -255.547 -4.274 -4.019
vina_03_114 -323.111 -4.480 -17.663
vina_03_115 -335.631 -3.849 -25.164
vina_03_116 -362.688 -4.143 -32.828
vina_03_117 -408.844 -4.032 -34.115
vina_03_118 -331.989 -3.783 -20.120
vina_03_119 -353.382 -4.142 -34.980
vina_03_120 -243.456 -4.118 -0.965
vina_03_121 -371.174 -4.511 -37.167
vina_03_122 -339.364 -4.154 -12.250
vina_03_123 -335.193 -4.127 -17.407
vina_03_124 -337.233 -3.891 -13.036
vina_03_125 -370.205 -3.647 -28.870
vina_03_126 -345.790 -4.317 -35.167
vina_03_127 -276.647 -3.943 -21.156
vina_03_128 -336.960 -4.107 1.175
vina_03_129 -311.329 -4.102 -6.631
vina_03_130 -236.264 -4.002 -4.490
vina_03_131 -243.988 -4.030 -4.268
vina_03_132 -351.696 -4.187 -28.769
vina_03_133 -359.971 -3.809 -33.311
vina_03_134 -271.726 -4.078 9.269
vina_03_135 -483.940 -4.238 -16.423
vina_03_136 -291.031 -3.946 -6.860
vina_03_137 -364.262 -4.481 -25.322
vina_03_138 -296.779 -3.957 -16.119
vina_03_139 -352.810 -4.362 -28.549
vina_03_140 -342.524 -4.002 -25.162
vina_03_141 -388.672 -4.152 -12.046
vina_03_142 -261.932 -4.035 -9.969
vina_03_143 -310.637 -4.095 4.598
vina_03_144 -271.058 -4.241 -13.375
vina_03_145 -327.695 -3.941 -13.525
vina_03_146 -237.848 -3.928 -3.184
vina_03_147 -514.601 -3.975 -44.941
vina_03_148 -246.879 -3.698 3.187
vina_03_149 -297.521 -3.724 -16.474
vina_03_150 -221.838 -3.932 10.927
vina_03_151 -265.969 -4.130 -6.051
vina_03_152 -267.654 -4.296 -24.235
vina_03_153 -325.748 -4.124 -12.080
vina_03_154 -317.680 -4.236 2.923
vina_03_155 -348.643 -3.697 -8.766
vina_03_156 -353.974 -3.603 -20.127
vina_03_157 -358.958 -4.362 -33.737
vina_03_158 -286.316 -4.005 -15.635
vina_03_159 -546.784 -4.119 -42.686
vina_03_160 -332.286 -4.470 -8.904
vina_03_161 -488.442 -4.109 -31.035
vina_03_162 -281.172 -3.976 -18.515
vina_03_163 -285.124 -4.048 -13.339
vina_03_164 -286.860 -4.267 -24.066
vina_03_165 -288.302 -4.206 -0.997
vina_03_166 -224.120 -3.988 1.072
vina_03_167 -333.617 -3.911 -13.855
vina_03_168 -197.886 -3.980 -2.125
vina_03_169 -356.904 -3.617 -14.135
vina_03_170 -361.745 -4.451 -26.804
vina_03_171 -338.815 -3.633 -15.460
vina_03_172 -331.837 -4.381 -22.086
vina_03_173 -330.233 -4.103 -6.993
vina_03_174 -309.606 -4.228 -0.008
vina_03_175 -320.993 -3.557 2.972
vina_03_176 -398.934 -3.738 -20.188
vina_03_177 -300.246 -3.847 -4.816
vina_03_178 -235.203 -4.000 -1.382
vina_03_179 -345.874 -4.449 -10.216
vina_03_180 -366.581 -3.944 -14.030
vina_03_181 -272.368 -4.238 0.294
vina_03_182 -380.908 -4.089 -29.774
vina_03_183 -343.358 -4.327 -17.450
vina_03_184 -275.767 -3.950 -18.943
vina_03_185 -299.529 -3.871 -17.486
vina_03_186 -357.144 -4.118 -33.434
vina_03_187 -349.144 -4.350 -6.336
vina_03_188 -346.342 -4.094 -30.343
vina_03_189 -362.128 -3.897 -28.039
vina_03_190 -257.818 -4.266 -0.438
vina_03_191 -283.678 -3.758 4.888
vina_03_192 -329.920 -4.123 6.508
vina_03_193 -273.850 -4.194 -11.966
vina_03_194 -457.377 -4.302 -22.172
vina_03_195 -333.835 -4.098 -19.777
vina_03_196 -336.468 -3.977 -27.359
vina_03_197 -284.230 -3.809 -17.555
vina_03_198 -325.078 -4.247 -10.445
vina_03_199 -340.904 -4.404 -33.754
vina_03_200 -383.866 -4.319 1.906
vina_03_201 -274.529 -3.784 -10.236
vina_03_202 -210.371 -4.251 -5.355
vina_03_203 -305.343 -3.819 -23.498
vina_03_204 -319.549 -4.428 8.778
vina_03_205 -239.166 -4.082 -8.947
vina_03_207 -314.002 -3.875 -13.514
vina_03_208 -316.696 -4.399 6.629
vina_03_209 -224.870 -3.531 2.806
vina_03_210 -328.569 -4.494 -34.977
vina_03_211 -204.931 -3.882 4.325
vina_03_212 -277.633 -3.927 6.616
vina_03_213 -218.728 -3.631 2.594
vina_03_214 -271.926 -4.214 -20.269
vina_03_215 -288.892 -3.982 -6.264
vina_03_216 -329.001 -4.115 -2.470
vina_03_217 -318.193 -4.425 -27.681
vina_03_218 -308.241 -3.871 -22.902
vina_03_219 -282.712 -4.031 -23.477
vina_03_220 -319.038 -3.901 -16.047
vina_03_221 -267.122 -4.510 -21.171
vina_03_222 -215.524 -3.991 -7.211
vina_03_223 -253.027 -3.803 -3.844
vina_03_224 -302.820 -4.141 6.756
vina_03_225 -308.389 -3.782 1.313
vina_03_226 -389.615 -4.190 -30.264
vina_03_227 -330.257 -4.416 -38.320
vina_03_228 -334.176 -4.241 -37.677
vina_03_229 -337.304 -3.968 -34.494
vina_03_230 -339.294 -4.095 -31.067
vina_03_231 -273.612 -4.048 -8.099
vina_03_232 -193.640 -3.970 4.115
vina_03_233 -344.597 -4.146 1.968
vina_03_234 -305.023 -4.219 -21.923
vina_03_235 -339.153 -4.033 0.608
vina_03_236 -322.271 -4.115 -9.909
vina_03_237 -251.115 -4.067 -19.540
vina_03_238 -320.664 -4.053 -24.566
vina_03_239 -304.851 -4.262 -17.943
vina_03_240 -300.551 -3.825 -10.506
vina_03_241 -374.420 -4.030 -38.072
vina_03_242 -295.631 -4.284 -6.163
vina_03_243 -197.627 -3.912 3.191
vina_03_244 -316.658 -4.252 5.073
vina_03_245 -408.397 -3.931 -38.128
vina_03_246 -299.048 -4.034 12.231
vina_03_247 -317.737 -4.343 -28.948
vina_03_248 -235.028 -3.908 -2.653
vina_03_249 -251.829 -3.933 -5.108
vina_03_250 -350.235 -3.951 -26.802
vina_03_251 -323.787 -4.071 0.299
vina_03_252 -284.733 -3.950 -13.598
vina_03_253 -273.962 -4.138 -18.142
vina_03_254 -228.663 -4.132 -7.439
vina_03_255 -304.765 -4.160 0.345
vina_03_256 -352.081 -3.926 -33.824
vina_03_257 -274.511 -4.160 -2.061
vina_03_258 -309.032 -3.994 -9.371
vina_03_259 -349.763 -4.185 -39.140
vina_03_260 -357.020 -4.493 -6.667
vina_03_261 -227.803 -4.047 1.445
vina_03_262 -270.721 -3.872 -6.592
vina_03_263 -321.504 -3.850 -23.544
vina_03_264 -361.093 -3.946 -30.038
vina_03_265 -286.291 -3.927 3.487
vina_03_266 -374.226 -4.210 -23.126
vina_03_267 -306.759 -3.962 11.263
vina_03_268 -363.408 -3.983 -27.046
vina_03_269 -275.862 -3.743 -15.816
vina_03_270 -246.869 -3.821 -6.898
vina_03_271 -285.448 -4.041 -23.557
vina_03_272 -277.305 -4.008 2.478
vina_03_273 -279.000 -3.988 -6.758
vina_03_274 -235.586 -4.194 -11.313
vina_03_275 -307.141 -4.195 -27.199
vina_03_276 -335.912 -3.931 -31.695
vina_03_277 -347.248 -3.877 -33.686
vina_03_278 -270.331 -4.196 -2.534
vina_03_279 -351.970 -4.495 -37.154
vina_03_280 -251.153 -3.992 3.949
vina_03_281 -279.608 -4.190 -16.753
vina_03_282 -260.771 -3.781 -8.950
vina_03_283 -298.166 -3.967 -20.614
vina_03_284 -311.180 -3.918 -14.976
vina_03_285 -248.350 -3.840 -4.442
vina_03_286 -324.427 -4.094 -9.145
vina_03_287 -180.501 -3.915 0.449
vina_03_288 -299.444 -4.152 0.635
vina_03_289 -229.983 -3.740 -11.900
vina_03_290 -378.001 -4.104 -28.797
vina_03_291 -278.264 -4.064 -7.175
vina_03_292 -290.609 -4.149 3.380
vina_03_293 -373.985 -4.159 -34.736
vina_03_294 -279.202 -4.333 0.012
vina_03_295 -238.894 -3.764 -0.018
vina_03_296 -337.893 -4.079 -30.119
vina_03_297 -251.664 -3.830 -6.069
vina_03_298 -293.683 -4.147 3.314
vina_03_299 -186.645 -3.837 -17.454
vina_03_300 -271.117 -4.347 -17.562
vina_03_301 -243.581 -3.724 -6.984
vina_03_302 -352.123 -3.938 -36.762
vina_03_303 -331.348 -4.038 -25.289
vina_03_304 -190.035 -3.994 2.419
vina_03_305 -300.601 -3.927 -28.826
vina_03_306 -204.466 -3.918 4.503
vina_03_307 -225.411 -3.843 1.661
vina_03_308 -386.685 -3.481 -16.236
vina_03_309 -303.037 -4.313 -21.324
vina_03_310 -367.084 -3.843 -33.988
vina_03_311 -313.033 -4.166 1.238
vina_03_312 -253.123 -3.667 -16.777
vina_03_313 -244.671 -3.719 1.029
vina_03_314 -258.052 -4.155 1.788
vina_03_315 -213.339 -3.760 4.319
vina_03_316 -234.444 -3.869 3.895
vina_03_317 -303.682 -4.040 -25.115
vina_03_318 -317.782 -4.347 -31.504
vina_03_319 -333.579 -4.137 -23.964
vina_03_320 -241.013 -3.979 5.838
vina_03_321 -353.038 -4.577 -36.732
vina_03_322 -361.527 -4.110 -17.638
vina_03_323 -262.933 -4.005 -2.591
vina_03_324 -267.149 -4.056 -1.888
vina_03_325 -400.019 -4.283 -13.486
vina_03_326 -307.601 -4.252 -29.572
vina_03_327 -224.968 -3.742 -10.863
vina_03_328 -301.513 -4.360 -17.489
vina_03_329 -286.127 -4.149 6.877
vina_03_330 -297.333 -4.372 -24.611
vina_03_331 -259.438 -4.084 -7.533
vina_03_332 -329.845 -4.247 -16.807
vina_03_333 -293.970 -4.244 -21.493
vina_03_334 -270.144 -3.968 -14.583
vina_03_335 -256.222 -4.026 -5.940
vina_03_336 -319.386 -3.876 -19.276
vina_03_337 -266.155 -4.215 -9.906
vina_03_338 -236.647 -3.736 -2.104
vina_03_339 -362.663 -3.943 -43.042
vina_03_340 -317.174 -4.402 -20.022
vina_03_341 -253.538 -3.875 -14.226
vina_03_342 -292.951 -3.553 -6.512
vina_03_343 -278.670 -3.441 -14.891
vina_03_344 -224.486 -3.787 2.720
vina_03_345 -347.089 -4.172 -35.242
vina_03_346 -339.132 -4.093 -23.953
vina_03_347 -280.827 -3.834 -13.557
vina_03_348 -281.712 -4.359 -2.914
vina_03_349 -178.231 -3.827 1.605
vina_03_350 -296.678 -4.258 1.982
vina_03_351 -305.930 -3.689 -31.761
vina_03_352 -323.511 -4.028 -5.647
vina_03_353 -283.461 -3.897 -3.138
vina_03_354 -330.618 -3.861 -29.957
vina_03_355 -339.878 -3.762 -27.003
vina_03_356 -282.409 -4.025 -6.903
vina_03_357 -340.772 -3.799 -18.302
vina_03_358 -274.619 -3.858 -1.508
vina_03_359 -281.007 -4.011 0.563
vina_03_360 -303.090 -3.881 -22.598
vina_03_361 -310.694 -4.058 6.774
vina_03_362 -343.863 -4.069 2.199
vina_03_363 -199.339 -3.764 1.774
vina_03_364 -308.907 -4.327 -3.283
vina_03_365 -264.951 -3.943 -16.846
vina_03_366 -298.433 -4.192 -5.712
vina_03_367 -250.812 -3.668 3.520
vina_03_368 -379.907 -4.109 -20.341
vina_03_369 -243.684 -3.964 -4.700
vina_03_370 -295.788 -4.246 2.259
vina_03_371 -212.469 -3.996 -2.779
vina_03_372 -232.276 -4.331 -5.242
vina_03_373 -309.180 -4.115 -26.078
vina_03_374 -331.400 -4.124 -37.081
vina_03_375 -264.108 -4.040 -2.922
vina_03_376 -244.045 -4.125 -8.115
vina_03_377 -245.117 -3.803 3.682
vina_03_378 -405.989 -4.155 -11.648
vina_03_379 -344.344 -3.969 -14.512
vina_03_380 -339.990 -4.208 -36.537
vina_03_381 -250.297 -4.142 3.157
vina_03_382 -374.155 -4.225 -4.236
vina_03_383 -203.282 -3.715 -1.488
vina_03_384 -330.450 -4.265 -26.896
vina_03_385 -349.781 -3.974 -28.711
vina_03_386 -235.428 -4.197 -5.377
vina_03_387 -402.177 -4.103 -7.016
vina_03_388 -324.607 -4.397 -31.874
vina_03_389 -244.848 -3.979 -5.793
vina_03_390 -232.399 -3.921 -0.848
vina_03_391 -252.754 -3.814 -6.804
vina_03_392 -311.397 -4.007 -14.364
vina_03_393 -340.411 -4.001 3.806
vina_03_394 -258.121 -4.159 -26.166
vina_03_395 -282.624 -3.982 0.791
vina_03_396 -360.210 -4.132 -39.098
vina_03_397 -346.739 -3.997 -33.136
vina_03_398 -317.043 -4.116 0.687
vina_03_399 -308.611 -3.683 -14.261
vina_03_400 -308.999 -4.133 -32.053
vina_03_401 -244.598 -3.827 3.030
vina_03_402 -262.309 -4.014 2.054
vina_03_403 -273.755 -4.105 -17.437
vina_03_404 -291.439 -4.137 -24.167
vina_03_405 -312.421 -3.955 3.757
vina_03_406 -385.133 -3.705 -10.719
vina_03_407 -324.043 -4.024 -25.545
vina_03_408 -303.229 -4.054 -20.773
vina_03_409 -280.599 -4.181 -9.268
vina_03_410 -152.925 -3.848 -1.551
vina_03_411 -277.944 -4.029 4.270
vina_03_412 -344.375 -3.993 -26.608
vina_03_413 -329.871 -3.896 -42.380
